cluster;point_optimizaton_year;point_type;ident;lat;long;y_proj;x_proj
2;1;mobile;Polygon_cluster02_mobile_02;-16.44624214;-71.56739784;-1946240.233;2834181.547
2;1;mobile;Polygon_cluster02_mobile_02;-16.44788856;-71.5675262;-1946431.963;2834145.493
2;1;mobile;Polygon_cluster02_mobile_02;-16.44893273;-71.56791945;-1946549.628;2834087.286
2;1;mobile;Polygon_cluster02_mobile_02;-16.44952291;-71.56822305;-1946615.108;2834045.171
2;1;mobile;Polygon_cluster02_mobile_02;-16.44998228;-71.56724097;-1946681.436;2834150.464
2;1;mobile;Polygon_cluster02_mobile_02;-16.45070392;-71.5663565;-1946777.333;2834241.268
2;1;mobile;Polygon_cluster02_mobile_03; ; ;-1.516416327;20763369.87
2;1;mobile;Polygon_cluster02_mobile_03;-16.43537688;-71.56537764;-1944989.71;2834552.392
2;1;mobile;Polygon_cluster02_mobile_03;-16.4353061;-71.56518743;-1944983.794;2834574.875
2;1;mobile;Polygon_cluster02_mobile_03;-16.43514683;-71.56523546;-1944964.485;2834571.51
2;1;mobile;Polygon_cluster02_mobile_03;-16.4348019;-71.56543275;-1944921.491;2834553.653
2;1;mobile;Polygon_cluster02_mobile_03;-16.43478561;-71.56543582;-1944919.539;2834553.518
2;1;mobile;Polygon_cluster02_mobile_03;-16.43452606;-71.56534192;-1944890.241;2834567.548
2;1;mobile;Polygon_cluster02_mobile_03;-16.43450929;-71.56511528;-1944891.127;2834593.455
2;1;mobile;Polygon_cluster02_mobile_03;-16.43443599;-71.56470187;-1944887.727;2834641.267
2;1;mobile;Polygon_cluster02_mobile_03;-16.43438487;-71.5643644;-1944885.975;2834680.183
2;1;mobile;Polygon_cluster02_mobile_03;-16.43450125;-71.56413944;-1944902.478;2834704.161
2;1;mobile;Polygon_cluster02_mobile_03;-16.43443629;-71.56390207;-1944897.839;2834731.912
2;1;mobile;Polygon_cluster02_mobile_03;-16.43443642;-71.56354832;-1944902.312;2834772.005
2;1;mobile;Polygon_cluster02_mobile_03;-16.43483674;-71.56252353;-1944962.24;2834882.927
2;1;mobile;Polygon_cluster02_mobile_03;-16.43484018;-71.56234028;-1944964.953;2834903.653
2;1;mobile;Polygon_cluster02_mobile_03;-16.43467905;-71.56224242;-1944947.263;2834916.848
2;1;mobile;Polygon_cluster02_mobile_03;-16.43444037;-71.5621366;-1944920.565;2834931.958
2;1;mobile;Polygon_cluster02_mobile_03;-16.43400941;-71.56143283;-1944878.821;2835017.352
2;1;mobile;Polygon_cluster02_mobile_03;-16.43436765;-71.56075804;-1944929.398;2835089.156
2;1;mobile;Polygon_cluster02_mobile_03;-16.43460828;-71.56010863;-1944965.842;2835159.619
2;1;mobile;Polygon_cluster02_mobile_03;-16.43431563;-71.55964464;-1944937.32;2835216.031
2;1;mobile;Polygon_cluster02_mobile_03;-16.43568678;-71.55162821;-1945199.415;2836106.74
2;1;mobile;Polygon_cluster02_mobile_03;-16.43525528;-71.55041263;-1945164.064;2836250.161
2;1;mobile;Polygon_cluster02_mobile_03;-16.43375768;-71.54754637;-1945024.318;2836594.62
2;1;mobile;Polygon_cluster02_mobile_03;-16.43350815;-71.54676475;-1945004.869;2836686.478
2;1;mobile;Polygon_cluster02_mobile_03;-16.43278507;-71.54689233;-1944918.333;2836681.465
2;1;mobile;Polygon_cluster02_mobile_03;-16.43193721;-71.54679668;-1944819.957;2836703.386
2;1;mobile;Polygon_cluster02_mobile_03;-16.43169166;-71.54656563;-1944794.03;2836732.786
2;1;mobile;Polygon_cluster02_mobile_03;-16.43154419;-71.54628528;-1944780.244;2836766.491
2;1;mobile;Polygon_cluster02_mobile_03;-16.43166612;-71.54601205;-1944798.012;2836795.869
2;1;mobile;Polygon_cluster02_mobile_03;-16.43192413;-71.54582379;-1944830.69;2836813.838
2;1;mobile;Polygon_cluster02_mobile_03;-16.43222037;-71.54549377;-1944869.646;2836847.375
2;1;mobile;Polygon_cluster02_mobile_03;-16.43218318;-71.54530379;-1944867.673;2836869.396
2;1;mobile;Polygon_cluster02_mobile_03;-16.43200355;-71.54505349;-1944849.733;2836900.116
2;1;mobile;Polygon_cluster02_mobile_03;-16.43113913;-71.54489407;-1944750.214;2836929.483
2;1;mobile;Polygon_cluster02_mobile_03;-16.43088336;-71.54496416;-1944719.289;2836924.88
2;1;mobile;Polygon_cluster02_mobile_03;-16.43025473;-71.54559624;-1944637.484;2836861.446
2;1;mobile;Polygon_cluster02_mobile_03;-16.427948;-71.5474998;-1944342.551;2836675.804
2;1;mobile;Polygon_cluster02_mobile_03;-16.42779255;-71.54753223;-1944323.885;2836674.159
2;1;mobile;Polygon_cluster02_mobile_03;-16.42683142;-71.54618631;-1944227.968;2836839.283
2;1;mobile;Polygon_cluster02_mobile_03;-16.42666183;-71.54603795;-1944209.919;2836858.316
2;1;mobile;Polygon_cluster02_mobile_03;-16.42648367;-71.54574924;-1944192.634;2836893.37
2;1;mobile;Polygon_cluster02_mobile_03;-16.4260511;-71.54520976;-1944148.629;2836960.176
2;1;mobile;Polygon_cluster02_mobile_03;-16.42578631;-71.54480602;-1944122.619;2837009.402
2;1;mobile;Polygon_cluster02_mobile_03;-16.42548828;-71.54456328;-1944090.675;2837040.812
2;1;mobile;Polygon_cluster02_mobile_03;-16.42499022;-71.54422131;-1944036.486;2837086.084
2;1;mobile;Polygon_cluster02_mobile_03;-16.42465718;-71.54402315;-1943999.868;2837112.898
2;1;mobile;Polygon_cluster02_mobile_03;-16.42437625;-71.54379353;-1943969.767;2837142.598
2;1;mobile;Polygon_cluster02_mobile_03;-16.42418206;-71.54352752;-1943950.312;2837175.29
2;1;mobile;Polygon_cluster02_mobile_03;-16.42400695;-71.54328527;-1943932.799;2837205.039
2;1;mobile;Polygon_cluster02_mobile_03;-16.42392639;-71.54311998;-1943925.421;2837224.829
2;1;mobile;Polygon_cluster02_mobile_03;-16.42391118;-71.54293058;-1943926.022;2837246.499
2;1;mobile;Polygon_cluster02_mobile_03;-16.42395187;-71.54267065;-1943934.079;2837275.432
2;1;mobile;Polygon_cluster02_mobile_03;-16.42395445;-71.54250628;-1943936.455;2837294.032
2;1;mobile;Polygon_cluster02_mobile_03;-16.4238575;-71.5424071;-1943926.317;2837306.542
2;1;mobile;Polygon_cluster02_mobile_03;-16.42369488;-71.54234635;-1943907.983;2837315.553
2;1;mobile;Polygon_cluster02_mobile_03;-16.42350164;-71.5422618;-1943886.352;2837327.662
2;1;mobile;Polygon_cluster02_mobile_03;-16.42340351;-71.54217946;-1943875.864;2837338.279
2;1;mobile;Polygon_cluster02_mobile_03;-16.42334943;-71.54205947;-1943871.025;2837352.587
2;1;mobile;Polygon_cluster02_mobile_03;-16.42333516;-71.54184865;-1943872.007;2837376.673
2;1;mobile;Polygon_cluster02_mobile_03;-16.42326581;-71.54165437;-1943866.311;2837399.603
2;1;mobile;Polygon_cluster02_mobile_03;-16.42314662;-71.54163162;-1943852.598;2837403.739
2;1;mobile;Polygon_cluster02_mobile_03;-16.42299213;-71.54275114;-1943820.337;2837278.846
2;1;mobile;Polygon_cluster02_mobile_03;-16.42288781;-71.5435082;-1943798.539;2837194.386
2;1;mobile;Polygon_cluster02_mobile_03;-16.4225463;-71.54411863;-1943750.732;2837129.648
2;1;mobile;Polygon_cluster02_mobile_03;-16.42236429;-71.5443716;-1943726.165;2837103.349
2;1;mobile;Polygon_cluster02_mobile_03;-16.41932682;-71.54781256;-1943326.033;2836752.942
2;1;mobile;Polygon_cluster02_mobile_03;-16.41820589;-71.54897377;-1943179.745;2836635.941
2;1;mobile;Polygon_cluster02_mobile_03;-16.41643121;-71.55087364;-1942947.37;2836443.735
2;1;mobile;Polygon_cluster02_mobile_03;-16.41706852;-71.55165165;-1943012.421;2836347.22
2;1;mobile;Polygon_cluster02_mobile_03;-16.41745678;-71.55194155;-1943054.37;2836309.29
2;1;mobile;Polygon_cluster02_mobile_03;-16.4184767;-71.55236304;-1943168.851;2836248.196
2;1;mobile;Polygon_cluster02_mobile_03;-16.41880765;-71.55259018;-1943204.859;2836218.129
2;1;mobile;Polygon_cluster02_mobile_03;-16.41950014;-71.55343115;-1943275.597;2836113.76
2;1;mobile;Polygon_cluster02_mobile_03;-16.42001834;-71.55426852;-1943325.91;2836012.074
2;1;mobile;Polygon_cluster02_mobile_03;-16.42090034;-71.55489014;-1943421.669;2835930.096
2;1;mobile;Polygon_cluster02_mobile_03;-16.42196121;-71.55586266;-1943534.014;2835806.01
2;1;mobile;Polygon_cluster02_mobile_03;-16.42228525;-71.55610641;-1943569;2835774.151
2;1;mobile;Polygon_cluster02_mobile_03;-16.423166;-71.55658311;-1943666.435;2835708.618
2;1;mobile;Polygon_cluster02_mobile_03;-16.42361377;-71.55693487;-1943714.593;2835662.9
2;1;mobile;Polygon_cluster02_mobile_03;-16.42365827;-71.5570769;-1943718.03;2835646.22
2;1;mobile;Polygon_cluster02_mobile_03;-16.4239505;-71.55745317;-1943747.611;2835599.755
2;1;mobile;Polygon_cluster02_mobile_03;-16.42429731;-71.55798475;-1943781.646;2835534.972
2;1;mobile;Polygon_cluster02_mobile_03;-16.42506964;-71.55908059;-1943858.547;2835400.678
2;1;mobile;Polygon_cluster02_mobile_03;-16.42549746;-71.55985076;-1943899.09;2835307.794
2;1;mobile;Polygon_cluster02_mobile_03;-16.4260464;-71.56070099;-1943952.849;2835204.257
2;1;mobile;Polygon_cluster02_mobile_03;-16.42637213;-71.5611025;-1943986.045;2835154.496
2;1;mobile;Polygon_cluster02_mobile_03;-16.42703911;-71.56166291;-1944057.318;2835082.27
2;1;mobile;Polygon_cluster02_mobile_03;-16.42821344;-71.56224612;-1944187.887;2835000.837
2;1;mobile;Polygon_cluster02_mobile_03;-16.42865821;-71.56226548;-1944239.878;2834992.837
2;1;mobile;Polygon_cluster02_mobile_03;-16.42931596;-71.56269838;-1944311.671;2834935.184
2;1;mobile;Polygon_cluster02_mobile_03;-16.43002592;-71.56329652;-1944387.514;2834858.122
2;1;mobile;Polygon_cluster02_mobile_03;-16.43071738;-71.56404783;-1944459.255;2834763.94
2;1;mobile;Polygon_cluster02_mobile_03;-16.43146818;-71.56435174;-1944543.601;2834719.695
2;1;mobile;Polygon_cluster02_mobile_03;-16.43202512;-71.56467512;-1944604.934;2834675.772
2;1;mobile;Polygon_cluster02_mobile_03;-16.43274948;-71.56478476;-1944688.62;2834653.889
2;1;mobile;Polygon_cluster02_mobile_03;-16.43349434;-71.56518605;-1944771.041;2834598.683
2;1;mobile;Polygon_cluster02_mobile_03;-16.4344799;-71.56573937;-1944879.812;2834523.104
2;1;mobile;Polygon_cluster02_mobile_03;-16.43496869;-71.56579497;-1944936.514;2834510.422
2;1;mobile;Polygon_cluster02_mobile_03;-16.43534144;-71.56563616;-1944982.29;2834523.555
2;1;mobile;Polygon_cluster02_mobile_04; ; ;-1.516416327;20763369.87
2;1;mobile;Polygon_cluster02_mobile_04;-16.44753313;-71.54583725;-1946663.809;2836608.248
2;1;mobile;Polygon_cluster02_mobile_04;-16.44777992;-71.54545146;-1946697.664;2836648.747
2;1;mobile;Polygon_cluster02_mobile_04;-16.44836201;-71.54486127;-1946773.481;2836708.026
2;1;mobile;Polygon_cluster02_mobile_04;-16.4485202;-71.54468981;-1946794.223;2836725.39
2;1;mobile;Polygon_cluster02_mobile_04;-16.44857083;-71.54455461;-1946801.877;2836740.051
2;1;mobile;Polygon_cluster02_mobile_04;-16.4484635;-71.54350117;-1946802.57;2836860.855
2;1;mobile;Polygon_cluster02_mobile_04;-16.44804992;-71.53944663;-1946805.184;2837325.823
2;1;mobile;Polygon_cluster02_mobile_04;-16.44587089;-71.5388964;-1946556.196;2837416.699
2;1;mobile;Polygon_cluster02_mobile_04;-16.44149072;-71.53805722;-1946052.317;2837569.122
2;1;mobile;Polygon_cluster02_mobile_04;-16.43896749;-71.53767608;-1945760.759;2837645.328
2;1;mobile;Polygon_cluster02_mobile_04;-16.43672644;-71.53707113;-1945505.169;2837743.211
2;1;mobile;Polygon_cluster02_mobile_04;-16.43656572;-71.53762187;-1945479.34;2837682.884
2;1;mobile;Polygon_cluster02_mobile_04;-16.43671347;-71.53838568;-1945487.055;2837594.37
2;1;mobile;Polygon_cluster02_mobile_04;-16.43679971;-71.53890601;-1945490.618;2837534.26
2;1;mobile;Polygon_cluster02_mobile_04;-16.43684768;-71.53937178;-1945490.375;2837480.836
2;1;mobile;Polygon_cluster02_mobile_04;-16.43721451;-71.53971497;-1945529.129;2837437.138
2;1;mobile;Polygon_cluster02_mobile_04;-16.43733865;-71.54025095;-1945536.947;2837374.76
2;1;mobile;Polygon_cluster02_mobile_04;-16.43739735;-71.54059523;-1945539.497;2837334.966
2;1;mobile;Polygon_cluster02_mobile_04;-16.43738024;-71.54078868;-1945535.045;2837313.262
2;1;mobile;Polygon_cluster02_mobile_04;-16.43743613;-71.54108174;-1945537.912;2837279.312
2;1;mobile;Polygon_cluster02_mobile_04;-16.43750591;-71.54125869;-1945543.876;2837258.343
2;1;mobile;Polygon_cluster02_mobile_04;-16.43758908;-71.54150266;-1945550.565;2837229.601
2;1;mobile;Polygon_cluster02_mobile_04;-16.43761026;-71.54168152;-1945550.796;2837209.049
2;1;mobile;Polygon_cluster02_mobile_04;-16.43729391;-71.54191668;-1945510.672;2837186.53
2;1;mobile;Polygon_cluster02_mobile_04;-16.4371892;-71.54184388;-1945499.293;2837196.151
2;1;mobile;Polygon_cluster02_mobile_04;-16.43714725;-71.5418179;-1945494.693;2837199.644
2;1;mobile;Polygon_cluster02_mobile_04;-16.43705277;-71.54180874;-1945483.712;2837201.918
2;1;mobile;Polygon_cluster02_mobile_04;-16.43699281;-71.54184519;-1945476.209;2837198.571
2;1;mobile;Polygon_cluster02_mobile_04;-16.43695875;-71.54192863;-1945471.157;2837189.558
2;1;mobile;Polygon_cluster02_mobile_04;-16.4369461;-71.54199259;-1945468.864;2837182.472
2;1;mobile;Polygon_cluster02_mobile_04;-16.43702466;-71.54206443;-1945477.184;2837173.303
2;1;mobile;Polygon_cluster02_mobile_04;-16.43710806;-71.54208721;-1945486.692;2837169.63
2;1;mobile;Polygon_cluster02_mobile_04;-16.43697486;-71.54228962;-1945468.493;2837148.428
2;1;mobile;Polygon_cluster02_mobile_04;-16.43692785;-71.54256092;-1945459.549;2837118.29
2;1;mobile;Polygon_cluster02_mobile_04;-16.4369423;-71.54296456;-1945456.153;2837072.348
2;1;mobile;Polygon_cluster02_mobile_04;-16.4371453;-71.54315119;-1945477.642;2837048.54
2;1;mobile;Polygon_cluster02_mobile_04;-16.43758474;-71.54341347;-1945525.946;2837013.064
2;1;mobile;Polygon_cluster02_mobile_04;-16.43774858;-71.54354496;-1945543.53;2836996.018
2;1;mobile;Polygon_cluster02_mobile_04;-16.43759097;-71.54407774;-1945518.297;2836937.688
2;1;mobile;Polygon_cluster02_mobile_04;-16.43731021;-71.54443384;-1945480.828;2836900.994
2;1;mobile;Polygon_cluster02_mobile_04;-16.43684014;-71.54471992;-1945422.008;2836874.711
2;1;mobile;Polygon_cluster02_mobile_04;-16.43635986;-71.54468826;-1945365.998;2836884.579
2;1;mobile;Polygon_cluster02_mobile_04;-16.43611999;-71.54486512;-1945335.594;2836867.667
2;1;mobile;Polygon_cluster02_mobile_04;-16.43574187;-71.54530142;-1945285.679;2836823.155
2;1;mobile;Polygon_cluster02_mobile_04;-16.43562228;-71.54558292;-1945268.082;2836792.809
2;1;mobile;Polygon_cluster02_mobile_04;-16.43514827;-71.54583245;-1945209.261;2836770.72
2;1;mobile;Polygon_cluster02_mobile_04;-16.43529381;-71.54594132;-1945224.981;2836756.477
2;1;mobile;Polygon_cluster02_mobile_04;-16.43552727;-71.54620242;-1945249.108;2836723.83
2;1;mobile;Polygon_cluster02_mobile_04;-16.43571197;-71.54660114;-1945265.772;2836676.221
2;1;mobile;Polygon_cluster02_mobile_04;-16.43605534;-71.54690229;-1945302.303;2836637.598
2;1;mobile;Polygon_cluster02_mobile_04;-16.43628469;-71.54698173;-1945328.238;2836625.596
2;1;mobile;Polygon_cluster02_mobile_04;-16.43557425;-71.54872943;-1945222.754;2836436.781
2;1;mobile;Polygon_cluster02_mobile_04;-16.43620189;-71.55000233;-1945280.416;2836284.298
2;1;mobile;Polygon_cluster02_mobile_04;-16.43791264;-71.55007984;-1945480.363;2836253.157
2;1;mobile;Polygon_cluster02_mobile_04;-16.43958201;-71.54914216;-1945688.255;2836337.62
2;1;mobile;Polygon_cluster02_mobile_04;-16.44096141;-71.5494756;-1945846.058;2836281.796
2;1;mobile;Polygon_cluster02_mobile_04;-16.44182578;-71.54777258;-1945969.062;2836463.524
2;1;mobile;Polygon_cluster02_mobile_04;-16.44197607;-71.54685401;-1945998.303;2836565.674
2;1;mobile;Polygon_cluster02_mobile_04;-16.44245962;-71.54655215;-1946058.905;2836593.566
2;1;mobile;Polygon_cluster02_mobile_04;-16.44303582;-71.54639279;-1946128.59;2836604.095
2;1;mobile;Polygon_cluster02_mobile_04;-16.44314134;-71.54696284;-1946133.79;2836538.103
2;1;mobile;Polygon_cluster02_mobile_04;-16.44402314;-71.54696878;-1946237.282;2836525.9
2;1;mobile;Polygon_cluster02_mobile_04;-16.44473623;-71.54730575;-1946316.782;2836478.383
2;1;mobile;Polygon_cluster02_mobile_04;-16.44579285;-71.54754072;-1946437.916;2836437.934
2;1;mobile;Polygon_cluster02_mobile_04;-16.44709264;-71.54733425;-1946593.18;2836444.337
3;1;fixed;Polygon_cluster03_fixed_01; ; ;-1.516416327;20763369.87
3;1;fixed;Polygon_cluster03_fixed_01;-16.4183087;-71.53226228;-1943402.489;2838529.127
3;1;fixed;Polygon_cluster03_fixed_01;-16.41980643;-71.53177428;-1943584.572;2838564.88
3;1;fixed;Polygon_cluster03_fixed_01;-16.42153983;-71.53135392;-1943793.486;2838589.881
3;1;fixed;Polygon_cluster03_fixed_01;-16.42246656;-71.53154246;-1943899.965;2838556.394
3;1;fixed;Polygon_cluster03_fixed_01;-16.42412129;-71.53270723;-1944079.639;2838402.716
3;1;fixed;Polygon_cluster03_fixed_01;-16.42519666;-71.53349277;-1944196.044;2838299.605
3;1;fixed;Polygon_cluster03_fixed_01;-16.42531327;-71.53520858;-1944188.095;2838103.567
3;1;fixed;Polygon_cluster03_fixed_01;-16.42452447;-71.53751344;-1944066.37;2837852.587
3;1;fixed;Polygon_cluster03_fixed_01;-16.42317165;-71.54170229;-1943854.647;2837395.401
3;1;fixed;Polygon_cluster03_fixed_01;-16.42330452;-71.54208104;-1943865.478;2837350.729
3;1;fixed;Polygon_cluster03_fixed_01;-16.42396184;-71.54238784;-1943938.816;2837307.362
3;1;fixed;Polygon_cluster03_fixed_01;-16.42404372;-71.54342465;-1943935.36;2837188.758
3;1;fixed;Polygon_cluster03_fixed_01;-16.42502879;-71.54426162;-1944040.509;2837081.011
3;1;fixed;Polygon_cluster03_fixed_01;-16.42779832;-71.5474267;-1944325.893;2836686.046
3;1;fixed;Polygon_cluster03_fixed_01;-16.42872107;-71.5466806;-1944443.679;2836758.566
3;1;fixed;Polygon_cluster03_fixed_01;-16.4301958;-71.54551578;-1944631.577;2836871.336
3;1;fixed;Polygon_cluster03_fixed_01;-16.43084368;-71.54452341;-1944720.187;2836975.359
3;1;fixed;Polygon_cluster03_fixed_01;-16.4307829;-71.5438514;-1944721.525;2837052.33
3;1;fixed;Polygon_cluster03_fixed_01;-16.4314049;-71.54179498;-1944820.519;2837277.309
3;1;fixed;Polygon_cluster03_fixed_01;-16.42989807;-71.53920584;-1944676.193;2837590.503
3;1;fixed;Polygon_cluster03_fixed_01;-16.43142925;-71.53820554;-1944868.66;2837683.879
3;1;fixed;Polygon_cluster03_fixed_01;-16.43117096;-71.53765227;-1944845.303;2837749.974
3;1;fixed;Polygon_cluster03_fixed_01;-16.43032295;-71.53707919;-1944752.928;2837826.024
3;1;fixed;Polygon_cluster03_fixed_01;-16.42982088;-71.53622412;-1944704.744;2837929.52
3;1;fixed;Polygon_cluster03_fixed_01;-16.43012187;-71.53524728;-1944752.423;2838036.32
3;1;fixed;Polygon_cluster03_fixed_01;-16.43069695;-71.53308625;-1944847.242;2838273.78
3;1;fixed;Polygon_cluster03_fixed_01;-16.42912128;-71.5236705;-1944781.011;2839361.813
3;1;fixed;Polygon_cluster03_fixed_01;-16.42726888;-71.51830118;-1944631.209;2839994.78
3;1;fixed;Polygon_cluster03_fixed_01;-16.42841618;-71.51556108;-1944800.59;2840290.425
3;1;fixed;Polygon_cluster03_fixed_01;-16.42797809;-71.51373213;-1944772.228;2840503.518
3;1;fixed;Polygon_cluster03_fixed_01;-16.4258031;-71.51484073;-1944502.721;2840406.293
3;1;fixed;Polygon_cluster03_fixed_01;-16.42213849;-71.51646892;-1944051.667;2840269.638
3;1;fixed;Polygon_cluster03_fixed_01;-16.42023272;-71.5165235;-1943827.1;2840288.38
3;1;fixed;Polygon_cluster03_fixed_01;-16.41613074;-71.51523524;-1943361.487;2840488.099
3;1;fixed;Polygon_cluster03_fixed_01;-16.41047065;-71.51482132;-1942701.79;2840609.045
3;1;fixed;Polygon_cluster03_fixed_01;-16.41068548;-71.51768379;-1942690.907;2840281.667
3;1;fixed;Polygon_cluster03_fixed_01;-16.41137163;-71.52133924;-1942725.391;2839858.222
3;1;fixed;Polygon_cluster03_fixed_01;-16.41226962;-71.52573219;-1942775.464;2839348.402
3;1;fixed;Polygon_cluster03_fixed_01;-16.41405767;-71.52783252;-1942959.012;2839086.901
3;1;fixed;Polygon_cluster03_fixed_01;-16.40909211;-71.52934459;-1942356.656;2838980.339
3;1;fixed;Polygon_cluster03_fixed_01;-16.40922149;-71.53026961;-1942360.191;2838873.77
3;1;fixed;Polygon_cluster03_fixed_01;-16.4106416;-71.5331625;-1942490.534;2838527.229
3;1;fixed;Polygon_cluster03_fixed_01;-16.41239673;-71.53502761;-1942673.184;2838292.846
3;1;fixed;Polygon_cluster03_fixed_01;-16.41686764;-71.53304728;-1943223.318;2838458.959
3;1;fixed;Polygon_cluster03_fixed_01;-16.41705735;-71.53270465;-1943249.923;2838495.326
3;1;fixed;Polygon_cluster03_fixed_02; ; ;-1.516416327;20763369.87
3;1;fixed;Polygon_cluster03_fixed_02;-16.43069695;-71.53308625;-1944847.242;2838273.78
3;1;fixed;Polygon_cluster03_fixed_02;-16.43545432;-71.53408836;-1945393.395;2838097.965
3;1;fixed;Polygon_cluster03_fixed_02;-16.43540583;-71.5337688;-1945391.733;2838134.825
3;1;fixed;Polygon_cluster03_fixed_02;-16.43465741;-71.5314059;-1945333.65;2838412.47
3;1;fixed;Polygon_cluster03_fixed_02;-16.43526647;-71.5311635;-1945408.252;2838431.982
3;1;fixed;Polygon_cluster03_fixed_02;-16.4355265;-71.53091678;-1945441.91;2838456.549
3;1;fixed;Polygon_cluster03_fixed_02;-16.43628511;-71.53027913;-1945539.067;2838518.908
3;1;fixed;Polygon_cluster03_fixed_02;-16.43729185;-71.52797691;-1945686.392;2838766.717
3;1;fixed;Polygon_cluster03_fixed_02;-16.43753528;-71.52735663;-1945722.818;2838833.847
3;1;fixed;Polygon_cluster03_fixed_02;-16.4385676;-71.52784986;-1945837.849;2838764.426
3;1;fixed;Polygon_cluster03_fixed_02;-16.4385317;-71.52826057;-1945828.445;2838718.338
3;1;fixed;Polygon_cluster03_fixed_02;-16.43975577;-71.52788576;-1945976.961;2838744.808
3;1;fixed;Polygon_cluster03_fixed_02;-16.43959916;-71.52715679;-1945967.772;2838829.493
3;1;fixed;Polygon_cluster03_fixed_02;-16.44031964;-71.52596421;-1946067.465;2838955.254
3;1;fixed;Polygon_cluster03_fixed_02;-16.4403848;-71.52571462;-1946078.273;2838982.694
3;1;fixed;Polygon_cluster03_fixed_02;-16.4421997;-71.525182;-1946298.186;2839019.316
3;1;fixed;Polygon_cluster03_fixed_02;-16.4433077;-71.52281882;-1946458.195;2839272.698
3;1;fixed;Polygon_cluster03_fixed_02;-16.44313957;-71.51908247;-1946485.66;2839698.455
3;1;fixed;Polygon_cluster03_fixed_02;-16.44380252;-71.51795009;-1946577.847;2839818.142
3;1;fixed;Polygon_cluster03_fixed_02;-16.44681229;-71.51874035;-1946921.411;2839689.134
3;1;fixed;Polygon_cluster03_fixed_02;-16.44738312;-71.51888008;-1946986.699;2839665.818
3;1;fixed;Polygon_cluster03_fixed_02;-16.44771236;-71.51849855;-1947030.197;2839704.755
3;1;fixed;Polygon_cluster03_fixed_02;-16.4480254;-71.51738395;-1947081.059;2839827.004
3;1;fixed;Polygon_cluster03_fixed_02;-16.45087826;-71.51606686;-1947432.835;2839938.928
3;1;fixed;Polygon_cluster03_fixed_02;-16.45110478;-71.51570756;-1947463.988;2839976.689
3;1;fixed;Polygon_cluster03_fixed_02;-16.45083075;-71.51466893;-1947444.932;2840098.018
3;1;fixed;Polygon_cluster03_fixed_02;-16.45080925;-71.51412738;-1947449.255;2840159.69
3;1;fixed;Polygon_cluster03_fixed_02;-16.45129186;-71.51404403;-1947507.002;2840162.813
3;1;fixed;Polygon_cluster03_fixed_02;-16.45266307;-71.51450159;-1947662.29;2840092.973
3;1;fixed;Polygon_cluster03_fixed_02;-16.45438847;-71.51458501;-1947863.917;2840060.902
3;1;fixed;Polygon_cluster03_fixed_02;-16.45460279;-71.51422114;-1947893.696;2840099.34
3;1;fixed;Polygon_cluster03_fixed_02;-16.45262935;-71.5119579;-1947690.504;2840381.765
3;1;fixed;Polygon_cluster03_fixed_02;-16.45214349;-71.51079317;-1947648.162;2840520.168
3;1;fixed;Polygon_cluster03_fixed_02;-16.45156776;-71.51023356;-1947587.609;2840591.153
3;1;fixed;Polygon_cluster03_fixed_02;-16.45069887;-71.51119715;-1947473.35;2840493.308
3;1;fixed;Polygon_cluster03_fixed_02;-16.44829426;-71.51236757;-1947176.073;2840392.143
3;1;fixed;Polygon_cluster03_fixed_02;-16.44708591;-71.51294943;-1947026.768;2840342.016
3;1;fixed;Polygon_cluster03_fixed_02;-16.44588074;-71.51322587;-1946881.699;2840326.47
3;1;fixed;Polygon_cluster03_fixed_02;-16.44580242;-71.51162026;-1946892.801;2840509.514
3;1;fixed;Polygon_cluster03_fixed_02;-16.44542953;-71.51051916;-1946862.921;2840639.227
3;1;fixed;Polygon_cluster03_fixed_02;-16.44516365;-71.5091737;-1946848.702;2840795.242
3;1;fixed;Polygon_cluster03_fixed_02;-16.44511908;-71.50787729;-1946859.862;2840942.796
3;1;fixed;Polygon_cluster03_fixed_02;-16.44469293;-71.50609891;-1946832.293;2841149.994
3;1;fixed;Polygon_cluster03_fixed_02;-16.44446639;-71.50574665;-1946810.136;2841192.899
3;1;fixed;Polygon_cluster03_fixed_02;-16.44361431;-71.50598269;-1946707.051;2841177.307
3;1;fixed;Polygon_cluster03_fixed_02;-16.44300208;-71.50658667;-1946627.489;2841116.857
3;1;fixed;Polygon_cluster03_fixed_02;-16.4427636;-71.50761786;-1946586.432;2841003.076
3;1;fixed;Polygon_cluster03_fixed_02;-16.44269174;-71.50854181;-1946566.307;2840899.27
3;1;fixed;Polygon_cluster03_fixed_02;-16.44283545;-71.51179039;-1946542.113;2840529.102
3;1;fixed;Polygon_cluster03_fixed_02;-16.44237942;-71.51410771;-1946459.246;2840272.369
3;1;fixed;Polygon_cluster03_fixed_02;-16.44164509;-71.51410429;-1946373.025;2840282.377
3;1;fixed;Polygon_cluster03_fixed_02;-16.44176836;-71.5156743;-1946367.661;2840102.776
3;1;fixed;Polygon_cluster03_fixed_02;-16.44188926;-71.51612019;-1946376.227;2840050.645
3;1;fixed;Polygon_cluster03_fixed_02;-16.44207234;-71.51713308;-1946384.932;2839933.42
3;1;fixed;Polygon_cluster03_fixed_02;-16.44225955;-71.51751497;-1946402.097;2839887.676
