n_microred;microred;cluster;code_point;name_point;lat;long;y_proj;x_proj;type_point;strategy
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_039;CENTRO DE SALUD 4 DE OCTUBRE;-16.4475234;-71.52735885;-1946896.021;2838702.859;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_040;VILLA ORFELINA;-16.44627856;-71.52946742;-1946723.161;2838480.142;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_041;PARQUE MIRADOR (CALLE PARURO);-16.4460962;-71.53260061;-1946662.163;2838127.374;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_042;PARQUE RIMAC (RIMAC CON LOURDES);-16.44695985;-71.53512963;-1946731.664;2837829.407;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_043;PARQUE SAN JOSE (SAN JOSE CON BASADRE);-16.44738564;-71.53577164;-1946773.568;2837751.064;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_044;PARQUE 15 DE ENERO (DALLAS CON REPUBLICA);-16.44837683;-71.53522292;-1946896.92;2837800.288;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_045;PUESTO DE SALUD CIUDAD MI TRABAJO;-16.44769377;-71.53419382;-1946829.688;2837925.876;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_046;PARQUE LOS ANGELES;-16.44751391;-71.532828;-1946825.813;2838083.045;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_047;PARQUE DE LA MADRE (AV. INDEPENDENCIA);-16.44765127;-71.5317316;-1946855.797;2838205.524;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_048;ESQ. MARIANO MELGAR/ASENCIO SEGURA;-16.44777897;-71.53013271;-1946890.995;2838385.089;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_049;ESTADIO VALERIANO LOPEZ;-16.44760176;-71.52852608;-1946890.478;2838569.523;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_050;PARQUE JUAN VELASCO ALVARADO;-16.45024817;-71.52704828;-1947220.001;2838702.383;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_051;PARQUE TEMATICO VILLA EL GOLF;-16.45159489;-71.52679381;-1947381.404;2838713.591;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_052;PARQUE TUPAC AMARU;-16.44965476;-71.52888406;-1947127.101;2838502.066;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_053;ESQ. LOPEZ ALBUJAR CON AV. CESAR VALLEJO;-16.45107219;-71.52968868;-1947283.426;2838392.302;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_054;GRIFO MILAGRITOS;-16.45248284;-71.53105484;-1947431.857;2838218.979;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_055;PUESTO DE SALUD LARA;-16.45356165;-71.52848541;-1947591.043;2838496.091;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_056;PARQUE EL COMERCIO;-16.45369727;-71.51797557;-1947739.841;2839685.622;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_057;PARQUE IV SECTOR (AV. LA CAMPINHA CON CAPULIES);-16.45527801;-71.51647023;-1947944.564;2839835.542;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_058;LOS SAUCES (PROLONGACIÃ“N CIRUELOS);-16.45666144;-71.51559883;-1948118.095;2839916.185;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_059;PARQUE LAS ROCAS;-16.4557024;-71.52023859;-1947946.758;2839402.824;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_060;CAPILLA DE LA CAMPINHA (AV. LA CAMPINHA CON LAS AZUCENAS);-16.4576619;-71.51878495;-1948195.316;2839541.915;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_061;PARQUE COLEGIO EL ROSARIO (AV. PRIMAVERA CON LAS CAMPANILLAS);-16.45941135;-71.51827399;-1948407.279;2839576.901;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_062;SAN CRISTOBAL;-16.46049361;-71.51935643;-1948520.716;2839440.02;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_063;PARQUE DE LOS SERENOS;-16.45796252;-71.52102358;-1948202.315;2839284.225;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_064;COMPLEJO DEPORTIVO LA PALIZADA;-16.45681972;-71.52196599;-1948056.159;2839192.38;Moblie;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_065;PARQUE MIKEY;-16.45800656;-71.52391896;-1948170.875;2838955.46;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_066;PARQUE EL TRIANGULO;-16.45926438;-71.52223533;-1948339.912;2839129.813;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_067;ANTENA TIM (AV. LA CAMPINHA CON PASAJE LOS EUCALIPTOS);-16.46033116;-71.52140296;-1948475.746;2839210.179;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_068;COLEGIO PRIMARIO LA CAMPINHA 40639 ( CALLE MANGLARES CON AREQUIPA);-16.45992197;-71.52387822;-1948396.378;2838934.977;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_069;SAN CRISTOBAL - LOZA DEPORTIVA (LA CAMPINHA);-16.46233453;-71.52305763;-1948690.141;2838996.369;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_070;PARADERO FINAL DE MICROS LA CAMPINHA (CALLE LAS RETAMAS);-16.46184426;-71.52476428;-1948610.968;2838809.353;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_071;PARQUE COLIBRI;-16.46060083;-71.52557287;-1948454.688;2838733.999;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_072;RECEPCIONES ROCOTO AREQUIPENHO (AV. SALAVERRY);-16.46148673;-71.52819501;-1948525.59;2838425.188;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_073;COLEGIO SANTISIMO SALVADOR (AV. SALAVERRY);-16.45714735;-71.52925264;-1948002.521;2838362.162;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_074;PARQUE DE LA PALOMA;-16.45549126;-71.52951198;-1947804.72;2838354.46;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_075;COLISEO LARA;-16.45399815;-71.53123362;-1947607.584;2838178.872;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_076;PARQUE LARA;-16.4518852;-71.53305364;-1947336.405;2838000.245;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_077;PLAZA DE BELLAPAMPA;-16.45096457;-71.53627356;-1947187.595;2837647.333;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_078;ESTADIO BELLAPAMPA (CALLE LOS GERANIOS CON ATAHUALPA);-16.44917155;-71.53821908;-1946952.425;2837450.283;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_079;INTERSECCION CALLE TUMBES CON AV. LAS PENHAS;-16.4510191;-71.54004961;-1947146.31;2837218.626;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_080;INTERSECCION CALLE SUCRE CON AV. PAISAJISTA;-16.45334694;-71.53876949;-1947435.889;2837333.252;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_081;INTERSECCION LENCIO PRADO CON CALLE AMERICA;-16.45328407;-71.53650351;-1947457.127;2837590.907;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_082;URB. LAS MAGNOLIAS - INGRESO PRINCIPAL;-16.45400628;-71.53504335;-1947560.401;2837746.952;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_083;URB. ABELARDO QUINHONES CAPILLA;-16.45535284;-71.53722307;-1947691.023;2837482.268;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_084;PUESTO DE SALUD JEAN FRECHET (PARQUE);-16.45593143;-71.53867208;-1947740.675;2837310.461;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_085;ASOC. URBANIZACION;-16.45695832;-71.5377228;-1947873.28;2837404.609;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_086;URB. LOS CLAVELES (PARADERO FINAL DE COMBIS);-16.45884417;-71.54055401;-1948059.01;2837059.035;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_087;CANCHA SINTETICA ECO;-16.46025421;-71.54122246;-1948216.175;2836964.815;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_088;parque los sapos;-16.449034;-71.534744;-1946980.215;2837846.022;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_089;PARQUE EL MISTIANO;-16.44901728;-71.5450808;-1946847.67;2836674.573;Mobile;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_090;LA RINOCNADA (FRONTERA HUNTER);-16.45140442;-71.54922747;-1947075.693;2836173.369;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_091;MIRADOR DE BELLAPAMPA - LOS MOLLES;-16.45958077;-71.54832341;-1948047.389;2836168.857;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_092;2 cuadras abajo de la comisaria ciudad mi trabajo;-16.44892409;-71.53367971;-1946980.691;2837968.046;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_093;parque la pradera I;-16.45883944;-71.52821005;-1948214.452;2838458.168;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_094;2 cuadras del terminal de 3 de octubre;-16.46100795;-71.52383986;-1948524.424;2838925.093;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_095;parque virgendel carmen;-16.46097682;-71.52277774;-1948534.201;2839045.889;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_096;santa cruz;-16.46149367;-71.52122699;-1948614.526;2839214.887;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_097;parque escondido la campiña;-16.4579476;-71.51809451;-1948237.608;2839616.433;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_098;colegio la campiña;-16.4565197;-71.51738534;-1948078.848;2839715.535;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_099;2 cuadras del terminal de 4 de octubre;-16.45156254;-71.51486358;-1947528.433;2840066.363;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_100;polleria el juanito;-16.4541356;-71.51692011;-1947804.678;2839799.518;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_101;parque;-16.45534406;-71.51762179;-1947937.758;2839704.142;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_102;terminal de combis correcaminos;-16.45505281;-71.51805897;-1947898.017;2839658.403;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_103;loza deportiva la palizada;-16.45584442;-71.52122571;-1947950.958;2839289.071;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_104;cancha jesus nazareno;-16.44793059;-71.52084486;-1947026.172;2839435.922;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_105;loza deportiva residencial el golf;-16.45303892;-71.52619641;-1947558.574;2838762.393;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_106;loza deportiva corredores del golf;-16.45238177;-71.52647968;-1947477.803;2838738.893;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_107;parque trebol de santa clara;-16.44523503;-71.52748351;-1946625.65;2838718.688;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_108;calle coscollo;-16.44404448;-71.52708951;-1946490.783;2838778.935;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_109;grifo tasahuayo;-16.44102617;-71.52573358;-1946153.37;2838972.15;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_110;colegio san benito de palermo;-16.44021384;-71.52694266;-1946042.679;2838845.721;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_111;una cuadra del mercado san martin desocabaya;-16.44005869;-71.52864875;-1946002.907;2838654.352;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_112;parque los toritos;-16.43777946;-71.53006481;-1945717.302;2838523.653;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_113;"una cuadra ante de llegar al grifo J&amp;P";-16.43003821;-71.53628004;-1944729.566;2837920.339;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_114;parque pasaje san martin;-16.43117247;-71.53586483;-1944868.034;2837952.578;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_115;colegio 72 cerro salaverry;-16.43595675;-71.53667898;-1945419.712;2837797.729;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_116;cancha pedortiva ciudad mi trabajo;-16.44580452;-71.53515393;-1946595.656;2837841.772;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_117;colegio san martin de ocabaya;-16.44346788;-71.53016599;-1946384.192;2838437.746;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_118;Complejo Deportivo La Bombonera;-16.43943071;-71.53256876;-1945879.644;2838218.208;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_119;Santísima Cruz del Espíritu SantoCapilla;-16.44064015;-71.53342556;-1946010.885;2838105.261;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_120;I.E.I SAN MARTIN DE SOCABAYA;-16.4423155;-71.52971657;-1946254.509;2838503.773;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_121;Parque Zona B Bellapampa;-16.4538105;-71.53578864;-1947527.99;2837665.042;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_001;C.S. UPIS PAISAJISTA;-16.46160094;-71.55524849;-1948197.208;2835357.617;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_002;IGLESIA UPIS PAISAJISTA;-16.46034034;-71.55430584;-1948061.062;2835480.936;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_003;GRIFO UPIS PAISAJISTA;-16.46029535;-71.55639207;-1948029.442;2835245.1;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_004;UPIS PAISAJISTA MZ J D;-16.45918899;-71.55601251;-1947904.301;2835302.586;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_005;LOSA DEPORTIVA TIRSO BORJA VIZCARRA;-16.45809044;-71.55480244;-1947790.56;2835454.089;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_006;CESMA;-16.45785512;-71.55429146;-1947769.374;2835515.077;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_007;CALLE TIABAYA CON CALLE LA JOYA;-16.45668455;-71.55102812;-1947673.092;2835900.224;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_008;AV. JOSE MARIA ARGUEDAS CON AV. DEAN VALDIVIA;-16.45652905;-71.55415241;-1947615.392;2835548.181;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_009;PARQUE ARIAS ARAQUEZ;-16.45669106;-71.55568025;-1947615.136;2835372.913;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_010;CAMPINHA ECOLOGICA 2;-16.45686061;-71.55806933;-1947604.897;2835099.946;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_011;LOZA DEPORTIVA CAMPINHA ECOLOGICA;-16.45584;-71.55954421;-1947466.426;2834946.149;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_012;LOZA DEPORTIVSA BUEN PANORAMA;-16.45456182;-71.56066001;-1947302.241;2834836.41;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_013;EL MOLLECITO;-16.45207178;-71.56431788;-1946963.677;2834454.424;Mobile;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_014;PARROQUIA VIRGEN DE LA CANDELARIA;-16.45142712;-71.56413485;-1946890.278;2834483.591;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_015;LOZA DEPORTIVA HUASACACHE;-16.4521718;-71.56258487;-1946997.28;2834649.513;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_016;MIRADOR BUEN PANORAMA;-16.45336666;-71.5601576;-1947168.22;2834908.972;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_017;AMPLIACION 13 DE AGOSTO;-16.45361889;-71.55924929;-1947209.302;2835008.612;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_018;COMPLEJO 13 DE AGOSTO;-16.45416493;-71.55839902;-1947284.156;2835097.832;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_019;ESTADIO 2 DE JUNIO;-16.45294677;-71.55755936;-1947151.689;2835208.918;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_020;CEMENTERIO DE HUNTER;-16.45383194;-71.55653192;-1947268.609;2835313.784;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_021;LOZA DEPORTIVA LEONES DEL SUR;-16.45287976;-71.55564903;-1947167.923;2835426.293;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_022;AV. VELASCO ALVARADO CON AV. DEAN VALDIVIA;-16.45519753;-71.55594148;-1947436.435;2835362.84;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_023;LOCAL SOCIAL ARIAS ARAGUEZ;-16.45477367;-71.55469188;-1947402.427;2835510.001;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_024;IGLESIA JESUS EL BUEN PASTOR;-16.45488004;-71.55405155;-1947423;2835581.179;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_025;LOZA DEPORTIVA ALTO ALIANZA;-16.45527108;-71.55287231;-1947483.809;2835709.709;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_026;CALLE REVOLUCION CON CALLE 8 DE DICIEMBRE;-16.45291686;-71.55334694;-1947201.331;2835686.708;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_027;ESTADIO JUAN VELASCO ALVARADO;-16.4518708;-71.55430156;-1947066.431;2835592.198;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_028;TRIANGULO PAMPAS DEL CUSCO;-16.45123762;-71.55624528;-1946967.543;2835380.191;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_029;AV. SACSAYHUAMAN;-16.4503979;-71.5570957;-1946858.196;2835294.788;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_030;EXPARADERO LA MERCED;-16.45080141;-71.55942194;-1946876.239;2835025.877;Mobile;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_031;13 DE AGOSTO, UPIS LA MERCED Y AMPLIACION UPIS LA MERCED;-16.45109977;-71.56013721;-1946902.256;2834940.916;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_032;LOZA DEPORTIVA LA MERCED;-16.44929986;-71.56107766;-1946679.014;2834857.86;Fixed;Establecido
6;JAVIER LLOSA GARCIA;2;CL02_PP_033;AMPLIACION PAMPAS DEL CUZCO;-16.44753667;-71.56421733;-1946432.355;2834525.08;Fixed;Propuesto
6;JAVIER LLOSA GARCIA;2;CL02_PP_034;CAPILLA DE PAMPAS DEL CUSCO;-16.44813953;-71.5658665;-1946482.36;2834330.305;Fixed;Propuesto
