"n_microred","microred","cluster","point_name","code_point","lat","long","y_proj","x_proj","type_point","estratategy","X","X.1","X.2","X.3","X.4","X.5"
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Senhor_De_Huanca","CL04_PP_024",-16.342112,-71.550815,-1934218787,2837418322,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Sol_De_Oro","CL04_PP_025",-16.340262,-71.552498,-1933980365,2837251481,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Cancha_19_De_Enero","CL04_PP_026",-16.341584,-71.548995,-1934179605,2837631604,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque_San_Miguel","CL04_PP_027",-16.340524,-71.547755,-1934070654,2837786021,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Escuela_De_Beisbol_Cayma","CL04_PP_028",-16.337525,-71.546718,-1933731387,2837942615,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Enace_9","CL04_PP_029",-16.336698,-71.544967,-1933656214,2838151967,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque_Recreacional_Sector_12","CL04_PP_030",-16.336863,-71.548899,-1933626259,2837703843,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque_Divino_Ninho_De_Cayma","CL04_PP_031",-16.339104,-71.553623,-1933830231,2837138932,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Campo_De_Futbol_Villa_Paraiso","CL04_PP_032",-16.338146,-71.554641,-1933704933,2837035919,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Complejo_Deportivo_Sector_2","CL04_PP_033",-16.336942,-71.55264,-1933588608,2837278509,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Centro_Recreacional_Sector_III","CL04_PP_034",-16.334764,-71.552094,-1933339622,2837368729,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Colegio_Teresita_De_Jesus","CL04_PP_035",-16.335343,-71.550608,-1933426273,2837529753,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_San_Pedro","CL04_PP_036",-16.335202,-71.547725,-1933445877,2837858583,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Sector_XIII","CL04_PP_037",-16.333478,-71.546877,-1933254004,2837977167,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Sector_IV","CL04_PP_038",-16.332894,-71.548981,-1933159.01,2837746107,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Colegio_San_Juan_Masias","CL04_PP_039",-16.331019,-71.548977,-1932938811,2837770916,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque_Sector_V","CL04_PP_040",-16.33141,-71.548107,-1932995653,2837864518,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Sector_V","CL04_PP_041",-16.330079,-71.546302,-1932861945,2838086545,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Plaza_Dean_Valdivia_Sector_VI","CL04_PP_042",-16.329077,-71.545377,-1932755844,2838204483,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque_Enace_6","CL04_PP_043",-16.327997,-71.544127,-1932644657,2838360301,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Comisaria_Dean_Valdivia","CL04_PP_044",-16.331737,-71.543821,-1933087832,2838346422,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Mercado_Dean_Valdivia","CL04_PP_045",-16.330135,-71.542555,-1932915529,2838510839,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque_De_Las_Tres_Astas_Sector_8","CL04_PP_046",-16.329236,-71.541793,-1932819483,2838608955,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque_Sector_7","CL04_PP_047",-16.327448,-71.542031,-1932606458,2838605188,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Campo_Deportivo_1Ros_De_Junio","CL04_PP_048",-16.323864,-71.541108,-1932197017,2838756446,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Iglesia_Primero_De_Junio","CL04_PP_049",-16.324926,-71.538936,-1932349.02,2838989035,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Colegio_11_De_Mayo","CL04_PP_050",-16.317326,-71.537705,-1931471653,2839227399,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_11_De_Mayo","CL04_PP_051",-16.31869,-71.536507,-1931646916,2839345589,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque_Las_Lomaditas","CL04_PP_052",-16.321195,-71.537975,-1931922778,2839146518,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Senhor_De_Los_Milagros","CL04_PP_053",-16.31341,-71.533433,-1931065188,2839762.9,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Palpata","CL04_PP_054",-16.314616,-71.53965,-1931128905,2839041941,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Palpata_Zona_B","CL04_PP_055",-16.311726,-71.537558,-1930815629,2839316792,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Palpata_B","CL04_PP_056",-16.309614,-71.534908,-1930600742,2839644853,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Colegio_Mujeres_Con_Esperanza","CL04_PP_057",-16.310288,-71.531867,-1930718055,2839981108,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Embajada_De_Japon_B","CL04_PP_058",-16.307692,-71.53109,-1930422818,2840102972,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Local_Social_Mujeres_Con_Esperanza","CL04_PP_059",-16.306653,-71.53059,-1930307024,2840173.19,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Embajada_De_Japon_B","CL04_PP_060",-16.305836,-71.534619,-1930160528,2839726686,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Cabrerias","CL04_PP_061",-16.303029,-71.530143,-1929886871,2840270956,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Cabrerias_II","CL04_PP_062",-16.303322,-71.527633,-1929952765,2840551936,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Pj_Mariano_Melgar","CL04_PP_063",-16.30124,-71.532095,-1929652225,2840072706,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Mirador_Transoceanica_II","CL04_PP_064",-16.300182,-71.527966,-1929579687,2840554919,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Casa_Blanca","CL04_PP_065",-16.298263,-71.527837,-1929355851,2840594465,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Losa_Deportiva_Casa_Blanca","CL04_PP_066",-16.295963,-71.527569,-1929088993,2840654726,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Local_Social_El_Mirador_De_Transoceanica","CL04_PP_067",-16.296045,-71.530086,-1929067.08,2840368.07,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Jardienes_De_Cayma","CL04_PP_068",-16.293483,-71.527662,-1928796462,2840676357,"Mobile","Establecido",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Capilla Comite 16","CL04_PP_069",-16.349662,-71.547648,-1935145389,2837679357,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Loza Deportiva","CL04_PP_070",-16.3481,-71.546394,-1934977654,2837841891,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Capilla Upis Dean Valdivia","CL04_PP_071",-16.34801,-71.54521,-1934981948,2837977345,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Loza Deportiva","CL04_PP_072",-16.341165,-71.545495,-1934174313,2838034019,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Loza Deportiva","CL04_PP_073",-16.33893,-71.547851,-1933882209,2837795849,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," 2 Cuadras Abajo Del Colegio Kenneth Hagin","CL04_PP_074",-16.333805,-71.544881,-1933317458,2838199317,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Loza Deportiva","CL04_PP_075",-16.330289,-71.540571,-1932958512,2838733886,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Loza Deportiva","CL04_PP_076",-16.328195,-71.540423,-1932714383,2838777884,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Quinata Los Cipreces","CL04_PP_077",-16.326558,-71.539529,-1932533297,2838900564,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Iep. Happy Childrens","CL04_PP_078",-16.315267,-71.53475,-1931266828,2839589371,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Cancha Deportiva Milagros","CL04_PP_079",-16.312788,-71.531437,-1931017.15,2839997425,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Los Capulis","CL04_PP_080",-16.319753,-71.537784,-1931755775,2839186916,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Loza Deportiva","CL04_PP_081",-16.318097,-71.54032,-1931529433,2838920735,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque Agustino","CL04_PP_082",-16.325958,-71.543077,-1932418306,2838505892,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Mye Ingenieros Ejecutores","CL04_PP_083",-16.326962,-71.545123,-1932510583,2838260768,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque","CL04_PP_084",-16.331002,-71.546132,-1932972.5,2838093838,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Loza Deportiva","CL04_PP_085",-16.334085,-71.550664,-1933277.8,2837539743,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Paruq Villafrank","CL04_PP_086",-16.33447,-71.548853,-1933345741,2837740151,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque Comite 14","CL04_PP_087",-16.348344,-71.555483,-1934892227,2836807915,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Iei San Benito De Palermo","CL04_PP_088",-16.351807,-71.549862,-1935369549,2837400.37,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Av Principal","CL04_PP_089",-16.294055,-71.528503,-1928853124,2840573509,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Loza Deportiva De Aa.Hh Santa Rosa De Lima","CL04_PP_090",-16.33365,-71.542477,-1933329415,2838474011,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Cruz Del Sector 9 Cayma","CL04_PP_091",-16.33552,-71.545351,-1933513018,2838123721,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque Casimiro Cuadros","CL04_PP_092",-16.348799,-71.547088,-1935051048,2837754091,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," A.H Ampliacion Casimiro Cuadro Sector 1","CL04_PP_093",-16.348988,-71.554138,-1934984.75,2836952.08,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Parque Villa Continental","CL04_PP_094",-16.344428,-71.552944,-1934464114,2837146762,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Iglesia Casimiro Cuadros","CL04_PP_095",-16.346793,-71.550814,-1934768643,2837357593,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Paradero Ruta Casimiro Buenos Aires Alto Cayma","CL04_PP_096",-16.343196,-71.549199,-1934366397,2837587515,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
2,"BUENOS AIRES DE CAYMA",4," Capilla De Sol De Oro","CL04_PP_097",-16.339832,-71.550438,-1933955701,2837490.71,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA
