n_microred;microred;cluster;code_point;point_name;lat;long;y_proj;x_proj;type_point;estratategy
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_013; Campo Deportivo La Bombonera (Calle Camana Con Chachapoyas;-16.439784;-71.533979;-1945903335;2838053727;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_014; Centro De Salud San Martin;-16.439008;-71.530141;-1945860646;2838498942;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_015; Parque De La Familia (Calle Chimbote);-16.439739;-71.530936;-1945936471;2838399258;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_016; Interseccion Calle Mollendo Con Calle Nazca;-16.44143;-71.533794;-1946099008;2838053163;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_017; Interseccion Calle Talara Con Calle Zarumilla;-16.443667;-71.535574;-1946339285;2837822127;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_018; Villa Olimpica San Martin De Socabaya (Calle Ferre�afe);-16.443178;-71.531945;-1946327675;2838239881;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_019; Venta De Gas (Calle Huancayo);-16.441717;-71.527967;-1946206306;2838709931;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_020; Calle Lircay Con Calle Huacho;-16.443378;-71.526584;-1946418882;2838844962;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_021; Trebol De Santa Clara;-16.444719;-71.526181;-1946581491;2838873.09;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_022; Esq. Agustin Gamarra/ Garcilazo De La Vega;-16.445885;-71.52686;-1946709874;2838780856;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_023; Parque Alto Alianza;-16.44534;-71.524158;-1946679996;2839094.28;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_024; Parque Chavez Castillo;-16.443918;-71.52295;-1946528226;2839249836;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_025; Colegio Belgica;-16.444206;-71.521541;-1946579861;2839405788;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_026; Parque_Comite_7;-16.444232;-71.519368;-1946610377;2839651.78;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_027; Parque_Corazon_De_Jesus_1;-16.44548;-71.522314;-1946719744;2839301478;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_028; Parque La Union;-16.447125;-71.519913;-1946943321;2839552108;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_029; Parque Corazon De Jesus;-16.446664;-71.522995;-1946850216;2839208777;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_030; Parque Jesus Nazareno;-16.448749;-71.52232;-1947103662;2839257986;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_031; El Ensue�o;-16.450962;-71.52234;-1947363358;2839226731;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_032; Residencial El Golf;-16.451885;-71.524458;-1947445005;2838974559;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_033; Colegio Villa El Golf;-16.45138;-71.524357;-1947386962;2838992622;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_034; Esq. Las Americas Con Argentina;-16.449764;-71.524346;-1947197281;2839015035;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_035; Parque_Numero_5;-16.448227;-71.523242;-1947030692;2839160308;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_036; Parque_Numero_3_Corazon_De_Jesus;-16.447157;-71.524372;-1946890724;2839046229;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_037; Av. Peru Con Calle Sanchez Carrion;-16.4479;-71.525351;-1946965628;2838925525;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_038; Parque Independencia;-16.448991;-71.526283;-1947082002;2838805592;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_039; Centro De Salud 4 De Octubre;-16.447523;-71.527359;-1946895972;2838702846;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_040; Villa Orfelina;-16.446279;-71.529467;-1946723218;2838480184;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_041; Parque Mirador (Calle Paruro);-16.446096;-71.532601;-1946662135;2838127333;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_042; Parque Rimac (Rimac Con Lourdes);-16.44696;-71.53513;-1946731678;2837829363;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_043; Parque San Jose (San Jose Con Basadre);-16.447386;-71.535772;-1946773606;2837751019;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_044; Parque 15 De Enero (Dallas Con Republica);-16.448377;-71.535223;-1946896939;2837800277;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_045; Puesto De Salud Ciudad Mi Trabajo;-16.447694;-71.534194;-1946829713;2837925852;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_046; Parque_Los_Angeles;-16.447514;-71.532828;-1946825824;2838083043;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_047; Parque De La Madre (Av. Independencia);-16.447651;-71.531732;-1946855.76;2838205482;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_048; Esq. Mariano Melgar/Asencio Segura;-16.447779;-71.530133;-1946890994;2838385055;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_049; Estadio_Valeriano_Lopez;-16.447602;-71.528526;-1946890506;2838569529;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_050; Parque_Juan_Velasco_Alvarado;-16.450248;-71.527048;-1947219985;2838702417;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_051; Parque Tematico Villa El Golf;-16.451595;-71.526794;-1947381415;2838713568;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_052; Parque Tupac Amaru;-16.449655;-71.528884;-1947127.13;2838502069;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_053; Esq. Lopez Albujar Con Av. Cesar Vallejo;-16.451072;-71.529689;-1947283399;2838392268;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_054; Grifo Milagritos;-16.452483;-71.531055;-1947431874;2838218959;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_055; Puesto De Salud Lara;-16.453562;-71.528485;-1947591089;2838496133;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_056; Parque El Comercio (Puesto Itinerante);-16.453697;-71.517976;-1947739804;2839685576;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_057; Parque Iv Sector (Av. La Campi�a Con Capulies);-16.455278;-71.51647;-1947944566;2839835568;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_058; Los Sauces (Prolongacion Ciruelos);-16.456661;-71.515599;-1948118041;2839916172;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_059; Parque Las Rocas (Puesto Itinerante);-16.455702;-71.520239;-1947946706;2839402782;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_060; Capilla De La Campi�a (Av. La Campi�a Con Las Azucenas);-16.457662;-71.518785;-1948195327;2839541908;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_061; Parque Colegio El Rosario (Av. Primavera Con Las Campanillas);-16.459411;-71.518274;-1948407238;2839576905;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_062; San Cristobal (Puesto Movil);-16.460494;-71.519356;-1948520766;2839440063;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_063; Parque_De_Los_Serenos;-16.457963;-71.521024;-1948202366;2839284171;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_064; Complejo Deportivo La Palizada (Puesto Itinerante);-16.45682;-71.521966;-1948056192;2839192374;Moblie;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_065; Parque Mikey (Puesto Itinerante);-16.458007;-71.523919;-1948170926;2838955.45;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_066; Parque_El_Triangulo;-16.459264;-71.522235;-1948339872;2839129855;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_067; Antena Tim (Av. La Campi�a Con Pasaje Los Eucaliptos);-16.460331;-71.521403;-1948475728;2839210176;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_068; Colegio Primario La Campi�a 40639 ( Calle Los Manglares Con Arequipa);-16.459922;-71.523878;-1948396384;2838935002;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_069; San Cristobal-Loza Deportiva(La Campi�a) (Puesto Movil);-16.462335;-71.523058;-1948690191;2838996.32;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_070; Paradero Final De Micros La Campi�a (Calle Las Retamas);-16.461844;-71.524764;-1948610941;2838809389;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_071; Parque_Colibri;-16.460601;-71.525573;-1948454706;2838733983;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_072; Recepciones Rocoto Arequipe�o (Av. Salaverry) (Puesto Itinerante);-16.461487;-71.528195;-1948525622;2838425186;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_073; Colegio Santisimo Salvador (Av. Salaverry) (Puesto Itinerante);-16.457147;-71.529253;-1948002475;2838362126;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_074; Parque De La Paloma (Puesto Itinerante);-16.455491;-71.529512;-1947804689;2838354.46;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_075; Coliseo Lara;-16.453998;-71.531234;-1947607561;2838178831;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_076; Parque_Lara;-16.451885;-71.533054;-1947336377;2838000207;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_077; Plaza_De_Bellapampa;-16.450965;-71.536274;-1947187.64;2837647277;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_078; Estadio Bellapampa (Calle Los Geranios Con Atahualpa);-16.449172;-71.538219;-1946952479;2837450286;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_079; Interseccion Calle Tumbes Con Av. Las Pe�as;-16.451019;-71.54005;-1947146293;2837218583;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_080; Interseccion Calle Sucre Con Av. Paisajista;-16.453347;-71.538769;-1947435902;2837333307;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_081; Interseccion Lencio Prado Con Calle America;-16.453284;-71.536504;-1947457113;2837590852;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_082; Urb. Las Magnolias- Ingreso Principal;-16.454006;-71.535043;-1947560373;2837746995;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_083; Urb. Abelardo Qui�ones Capilla;-16.455353;-71.537223;-1947691043;2837482274;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_084; Puesto De Salud Jean Frechet (Parque);-16.455931;-71.538672;-1947740626;2837310476;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_085; Asoc_Urbanizacion;-16.456958;-71.537723;-1947873.24;2837404.59;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_086; Urb. Los Claveles (Paradero Final De Combis);-16.458844;-71.540554;-1948058989;2837059038;Fixed;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_087; Cancha_Sintetica_Eco;-16.460254;-71.541222;-1948216156;2836964.87;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_088; Parque Los Sapos;-16.449034;-71.534744;-1946980158;2837845972;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_089; Parque_El_Mistiano;-16.449017;-71.545081;-1946847635;2836674553;Mobile;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_090; La Rinocnada (Frontera Hunter);-16.451404;-71.549227;-1947075.65;2836173428;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_091; Mirador De Bellapampa-Los Molles (Movil);-16.45957;-71.548328;-1948046067;2836168478;Mobile;Establecido
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_092; 2 Cuadras Abajo De La Comisaria Ciudad Mi Trabajo;-16.448924;-71.53368;-1946980677;2837968014;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_093; Parque La Pradera I;-16.458839;-71.52821;-1948214401;2838458.18;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_094; 2 Cuadras Del Terminal De 3 De Octubre;-16.461008;-71.52384;-1948524429;2838925077;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_095; Parque Virgendel Carmen;-16.460977;-71.522778;-1948534218;2839045856;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_096; Santa Cruz;-16.461494;-71.521227;-1948614564;2839214881;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_097; Parque Escondido La Campi�a;-16.457948;-71.518095;-1948237649;2839616372;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_098; Colegio La Campi�a;-16.45652;-71.517385;-1948078887;2839715.57;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_099; 2 Cuadras Del Terminal De 4 De Octubre;-16.451563;-71.514864;-1947528482;2840066309;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_100; Polleria El Juanito;-16.454136;-71.51692;-1947804726;2839799526;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_101; Parque;-16.455344;-71.517622;-1947937749;2839704119;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_102; Terminal De Combis Correcaminos;-16.455053;-71.518059;-1947898039;2839658397;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_103; Loza Deportiva La Palizada;-16.455844;-71.521226;-1947950905;2839289044;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_104; Cancha Jesus Nazareno;-16.447931;-71.520845;-1947026219;2839435901;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_105; Loza Deportiva Residencial El Golf;-16.453039;-71.526196;-1947558588;2838762439;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_106; Loza Deportiva Corredores Del Golf;-16.452382;-71.52648;-1947477826;2838738853;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_107; Parque Trebol De Santa Clara;-16.445235;-71.527484;-1946625.64;2838718632;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_108; Calle Coscollo;-16.444044;-71.52709;-1946490719;2838778886;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_109; Grifo Tasahuayo;-16.441026;-71.525734;-1946153345;2838972105;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_110; Colegio San Benito De Palermo;-16.440214;-71.526943;-1946042693;2838845681;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_111; Una Cuadra Del Mercado San Martin Desocabaya;-16.440059;-71.528649;-1946002.94;2838654.32;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_112; Parque Los Toritos;-16.437779;-71.530065;-1945717246;2838523638;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_113; Una Cuadra Ante De Llegar Al Grifo J&P;-16.430038;-71.53628;-1944729542;2837920346;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_114; Parque Pasaje San Martin;-16.431172;-71.535865;-1944867976;2837952565;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_115; Colegio 72 Cerro Salaverry;-16.435957;-71.536679;-1945419741;2837797723;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_116; Cancha Pedortiva Ciudad Mi Trabajo;-16.445805;-71.535154;-1946595712;2837841758;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_117; Colegio San Martin De Ocabaya;-16.443468;-71.530166;-1946384206;2838437743;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_118; Complejo Deportivo La Bombonera;-16.439431;-71.532569;-1945879674;2838218177;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_119; Santisima Cruz Del Espiritu Santo;-16.44064;-71.533426;-1946010862;2838105213;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_120; I.E.I San Martin De Socabaya;-16.442315;-71.529717;-1946254445;2838503.73;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_121; Parque Zona B Bellapampa;-16.45381;-71.535789;-1947527927;2837665007;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_122;Parque Recreativo La Union;-16.44677115;-71.51916418;-1946911221;2839641628;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_123;Parque Infantil - El Bosque (4 De Octubre);-16.44507142;-71.52309711;-1946661854;2839218057;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_124;Parque Tercer Sector La Campi�a;-16.45796978;-71.5191276;-1948227147;2839499041;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_125;Cancha De Tierra;-16.45611496;-71.51528111;-1948057.92;2839959364;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_126;Parque Entre Claveles Y Av. Primavera;-16.45910064;-71.51845141;-1948368537;2839560864;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_127;Parque Entre Dalias Y Gardenias;-16.45922278;-71.51926441;-1948372601;2839467109;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_128;Gran Parque Los Bosques;-16.45502983;-71.51863284;-1947888.06;2839593654;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_129;Parque 3 Corredores El Golf;-16.44925197;-71.52163794;-1947171364;2839328713;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_130;Parque 2 Corredores El Golf;-16.45049954;-71.52339459;-1947295705;2839113247;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_131;Plaza De La Poesia;-16.43684302;-71.53040667;-1945602.99;2838497152;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_132;Parque Ecologico El Bosque;-16.44787833;-71.53782218;-1946805543;2837512194;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_133;Parque Manuel Seone;-16.44832635;-71.53387902;-1946907965;2837953278;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_134;Parque Jose Abelardo Qui�ones;-16.4554521;-71.53690952;-1947706643;2837516506;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_135;Parque (Villa Campo Ferial);-16.45571073;-71.53731451;-1947731905;2837467218;Fixed;Propuesto
5;SAN MARTIN DE SOCABAYA;1;CL01_PP_136;Parque La Paloma;-16.45437799;-71.53000679;-1947667703;2838312955;Fixed;Propuesto
