n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
7;VICTOR RAUL HINOJOSA;3; Parque_Alameda_Del_Sol;CL03_PP_053;-16.431248;-71.51668;-1945119.116;2840126.505;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque La Alborada;CL03_PP_054;-16.432508;-71.515561;-1945281.267;2840236.876;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Iep_Los_Heraldos_De_Jesus;CL03_PP_055;-16.433399;-71.516532;-1945373.667;2840115.129;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Residencial_Villa_Jabiru;CL03_PP_056;-16.432461;-71.517799;-1945247.473;2839983.766;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Jlbyr;CL03_PP_057;-16.433686;-71.517657;-1945393.168;2839983.83;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Mi_Peru;CL03_PP_058;-16.434145;-71.518639;-1945434.682;2839866.493;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Urb Monte Rico;CL03_PP_059;-16.432484;-71.520211;-1945219.709;2839710.016;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Solar_El_Bosque;CL03_PP_060;-16.433902;-71.520364;-1945384.347;2839674.112;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Urb Solar Del Bosque;CL03_PP_061;-16.434682;-71.521331;-1945463.758;2839554.277;Mobile;Establecido
7;VICTOR RAUL HINOJOSA;3; Urb Santa Luisa;CL03_PP_062;-16.435621;-71.520354;-1945586.402;2839652.747;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Urb Los Crystales;CL03_PP_063;-16.435729;-71.521242;-1945587.871;2839550.663;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Casa Del Adulto Mayor;CL03_PP_064;-16.436159;-71.521832;-1945630.929;2839478.149;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Malecon_Dolores;CL03_PP_065;-16.436712;-71.521616;-1945698.617;2839495.398;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Juan Pablo IV;CL03_PP_066;-16.43561;-71.522713;-1945555.312;2839385.46;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Juan Pablo III;CL03_PP_067;-16.436063;-71.52336;-1945600.352;2839306.184;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Juan Pablo III;CL03_PP_068;-16.436541;-71.524267;-1945645.045;2839197.107;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Jaun Pablo I;CL03_PP_069;-16.436178;-71.525065;-1945592.327;2839111.393;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Villa_Del_Mar;CL03_PP_070;-16.436213;-71.526279;-1945581.107;2838973.313;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Rodantes Del Sur;CL03_PP_071;-16.437279;-71.526386;-1945704.972;2838947.233;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque Los Olivos;CL03_PP_072;-16.436199;-71.52745;-1945564.675;2838840.748;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Iglesia_De_Cristo;CL03_PP_073;-16.437283;-71.527527;-1945691.033;2838817.836;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Aplao;CL03_PP_074;-16.436697;-71.529077;-1945602.627;2838649.794;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Jose_Santos_Chocano;CL03_PP_075;-16.434859;-71.530025;-1945374.762;2838566.374;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Losa_Deportiva_13_De_Enero;CL03_PP_076;-16.434192;-71.528043;-1945321.438;2838799.783;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Senhor_De_Los_Milagros;CL03_PP_077;-16.434583;-71.526561;-1945386.079;2838962.672;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Pizarro;CL03_PP_078;-16.435347;-71.526249;-1945479.762;2838988.045;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Santisima_Cruz_Urraca;CL03_PP_079;-16.435026;-71.525338;-1945453.56;2839095.52;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Jorge_Basadre;CL03_PP_080;-16.433478;-71.526277;-1945259.867;2839009.325;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Juan_Pablo;CL03_PP_081;-16.433701;-71.525092;-1945301.024;2839140.745;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Francisco_De_Zela;CL03_PP_082;-16.433918;-71.523387;-1945348.046;2839331.194;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Alameda_Paseo_De_Los_Heroes;CL03_PP_083;-16.433503;-71.522659;-1945308.491;2839419.155;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Iglesia_De_Los_Santos_De_Los_Ultimos_Dias;CL03_PP_084;-16.432573;-71.522494;-1945201.33;2839450.031;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Santa Clara;CL03_PP_085;-16.431466;-71.521686;-1945081.497;2839556.118;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Los_Cristales;CL03_PP_086;-16.431826;-71.520427;-1945139.686;2839694.139;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Colegio_Santa_Ursula;CL03_PP_087;-16.430619;-71.519738;-1945006.602;2839788.046;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Centro_De_Charla_Arequipa;CL03_PP_088;-16.430113;-71.519181;-1944954.197;2839857.816;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque La Encalada;CL03_PP_089;-16.429682;-71.516311;-1944939.817;2840188.836;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Iep_Madre_Santa_Beatriz;CL03_PP_090;-16.429285;-71.5171;-1944883.214;2840104.58;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Las_Vinhas;CL03_PP_091;-16.428623;-71.516669;-1944810.892;2840162.108;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Divino_Ninho_Jesus;CL03_PP_092;-16.427585;-71.515091;-1944708.886;2840354.599;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Casa Blanca;CL03_PP_093;-16.42704;-71.516104;-1944632.069;2840246.881;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Los_Ccoritos;CL03_PP_094;-16.427469;-71.517363;-1944666.564;2840098.527;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Estacion_De_Bomberos_78;CL03_PP_095;-16.428021;-71.518687;-1944714.688;2839941.197;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Mexico;CL03_PP_096;-16.428904;-71.52018;-1944799.56;2839760.377;Mobile;Establecido
7;VICTOR RAUL HINOJOSA;3; Cancha_Sintetica_Barra_Brava;CL03_PP_097;-16.429111;-71.522557;-1944793.862;2839488.186;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; La_Cruz;CL03_PP_098;-16.429942;-71.524793;-1944863.245;2839223.821;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Alto_De_La_Luna_II;CL03_PP_099;-16.43039;-71.52422;-1944923.105;2839282.92;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Del_Pasto_Alto_De_La_Luna;CL03_PP_100;-16.431358;-71.524049;-1945038.972;2839289.642;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Corpus Cristi;CL03_PP_101;-16.432427;-71.525;-1945152.535;2839167.843;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque Alto De La Luna;CL03_PP_102;-16.430651;-71.525611;-1944936.201;2839121.811;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Samuel_Morse;CL03_PP_103;-16.430886;-71.527279;-1944942.748;2838929.641;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Ie_Jorge_ Basadre_Grohmann;CL03_PP_104;-16.43304;-71.526711;-1945202.937;2838965.855;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Palacio_Del_Deporte;CL03_PP_105;-16.433075;-71.528102;-1945189.486;2838807.707;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Plaza_Ciudad_Satelite;CL03_PP_106;-16.43099;-71.529495;-1944926.99;2838677.064;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_13_De_Enero;CL03_PP_107;-16.432005;-71.530797;-1945029.78;2838516.189;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Puesto De Salud 13 De Enero;CL03_PP_108;-16.432832;-71.530578;-1945129.686;2838530.199;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Mickey;CL03_PP_109;-16.434651;-71.53343;-1945307.347;2838183.103;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Losa_Deportiva_Las_Casuarinas;CL03_PP_110;-16.433549;-71.533312;-1945179.396;2838210.892;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parroquia_San_Jose_Obrero;CL03_PP_111;-16.431281;-71.532883;-1944918.41;2838289.183;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Iglesia_Cristo_Elim;CL03_PP_112;-16.433795;-71.540283;-1945120.322;2837417.458;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Lavadero_De_Autos_Ninio_Gabriel;CL03_PP_113;-16.431364;-71.54178;-1944815.904;2837279.541;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Niï¿½O Manuelito;CL03_PP_114;-16.430631;-71.540021;-1944751.998;2837488.517;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Cancha_Avelino;CL03_PP_115;-16.429513;-71.538179;-1944643.918;2837711.938;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Losa_Deportiva_Las_3_Canchitas;CL03_PP_116;-16.428472;-71.53941;-1944506.116;2837585.998;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Colegio Mather Maria;CL03_PP_117;-16.429498;-71.541856;-1944595.774;2837295.313;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Losa_Deportiva_Cerro_Juli;CL03_PP_118;-16.430273;-71.544571;-1944652.559;2836977.423;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque San Bacilio;CL03_PP_119;-16.429201;-71.543366;-1944541.846;2837128.025;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Recreativo_De_Villa_Hermosa;CL03_PP_120;-16.428042;-71.542452;-1944417.243;2837246.779;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Losa_Deportiva;CL03_PP_121;-16.428873;-71.545794;-1944472.703;2836857.082;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Urb Villa Hermosa;CL03_PP_122;-16.427738;-71.545707;-1944340.491;2836881.772;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Gerencia_Regional_De_Agricultura;CL03_PP_123;-16.42721;-71.544042;-1944299.47;2837077.411;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Colegio_Talentus_School;CL03_PP_124;-16.426281;-71.544561;-1944183.811;2837030.715;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Iglesia_Cerro_Juli;CL03_PP_125;-16.425035;-71.543504;-1944050.791;2837166.813;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; P.S Cerro July;CL03_PP_126;-16.425828;-71.542329;-1944158.748;2837289.651;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Colegio_ Manuel_Scorza;CL03_PP_127;-16.425313;-71.541329;-1944110.869;2837409.741;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Vypass Del Avelino;CL03_PP_128;-16.424703;-71.53759;-1944086.374;2837841.574;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Iglesia_De_Jesucristo;CL03_PP_129;-16.426623;-71.535728;-1944335.383;2838027.564;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Losa_Deportiva_Puerta_Verde;CL03_PP_130;-16.426452;-71.534814;-1944326.828;2838133.414;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Puerta Verde;CL03_PP_131;-16.426922;-71.534117;-1944390.828;2838206.285;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque Villa Electrica;CL03_PP_132;-16.428539;-71.53507;-1944568.737;2838077.111;Mobile;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Colombia;CL03_PP_133;-16.427944;-71.533907;-1944513.522;2838216.731;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Paseo_Heroes_ Navales;CL03_PP_134;-16.429036;-71.532978;-1944653.512;2838307.769;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Lanificio;CL03_PP_135;-16.426179;-71.53196;-1944330.769;2838460.528;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque Fecia;CL03_PP_136;-16.42869;-71.532097;-1944623.987;2838412.167;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Argentina;CL03_PP_137;-16.429677;-71.530657;-1944758.095;2838562.506;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Vinatea Reynoso-Coop 2 De Mayo;CL03_PP_138;-16.429653;-71.529848;-1944765.487;2838654.532;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Losa_Deportiva_2_De_Mayo;CL03_PP_139;-16.428778;-71.528263;-1944682.712;2838845.66;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_ Guatemala;CL03_PP_140;-16.427051;-71.528649;-1944474.979;2838824.485;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Diaz_Canseco_II;CL03_PP_141;-16.427367;-71.527909;-1944521.437;2838904.245;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Colegio_Immaculada_Concepcion;CL03_PP_142;-16.427126;-71.527215;-1944501.888;2838986.075;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Las Begonias;CL03_PP_143;-16.426351;-71.526141;-1944424.408;2839117.969;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque Pedro Diez Canseco;CL03_PP_144;-16.428373;-71.526277;-1944660.207;2839076.105;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Diaz_Canseco;CL03_PP_145;-16.42868;-71.52523;-1944709.486;2839190.787;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque_Divino_Ninho;CL03_PP_146;-16.427136;-71.524503;-1944537.295;2839293.402;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Municipaplidad_Jlbyr;CL03_PP_147;-16.426493;-71.523947;-1944468.782;2839364.847;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Iep_Childrens_Paradise;CL03_PP_148;-16.427989;-71.522338;-1944664.827;2839527.692;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque La Melgariana;CL03_PP_149;-16.427296;-71.521149;-1944598.434;2839671.558;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_7_De_Agosto;CL03_PP_150;-16.425882;-71.516102;-1944496.061;2840262.261;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Residencial_Santa_Catalina;CL03_PP_151;-16.424452;-71.516805;-1944319.198;2840201.267;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Santa Catalina;CL03_PP_152;-16.4261;-71.51794;-1944498.459;2840051.023;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque El Avion;CL03_PP_153;-16.424797;-71.518772;-1944334.889;2839973.741;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque Villa Medica;CL03_PP_154;-16.422908;-71.519324;-1944106.016;2839935.868;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Coop_Daniel_Alcides_Carrion;CL03_PP_155;-16.42449;-71.520239;-1944280.303;2839811.435;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Losa_Deportiva_Villa_Medica;CL03_PP_156;-16.423835;-71.520774;-1944196.606;2839759.347;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Univercidad Alas Peruana;CL03_PP_157;-16.424948;-71.521877;-1944313.425;2839619.737;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_Quinta_Tristan;CL03_PP_158;-16.422862;-71.526534;-1944009.608;2839119.038;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Santa Lucia;CL03_PP_159;-16.424528;-71.526705;-1944203.149;2839077.867;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque Coop Lambramani;CL03_PP_160;-16.424371;-71.528499;-1944162.067;2838876.533;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_De_La_Urb_Los_Laureles;CL03_PP_161;-16.423204;-71.528716;-1944022.248;2838867.19;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Comisaria_Jlbyr;CL03_PP_162;-16.424273;-71.52946;-1944138.429;2838768.866;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Quinta Tristan;CL03_PP_163;-16.42401;-71.531103;-1944086.806;2838586.039;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Mercado Nuevo Amanecer;CL03_PP_164;-16.424267;-71.5344;-1944075.399;2838208.907;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Campo_Deportivo_Huracan;CL03_PP_165;-16.423707;-71.533404;-1944022.185;2838329.14;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Colegio_ Alfred_Werner;CL03_PP_166;-16.423316;-71.532334;-1943989.756;2838455.554;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parroquia_Santo_Toribio_De_Mogrovejo;CL03_PP_167;-16.421469;-71.531453;-1943783.916;2838579.575;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Bancarios;CL03_PP_168;-16.421943;-71.529174;-1943868.346;2838831.751;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Iglesia_Santo_Toribio_De_ Mogrovejo;CL03_PP_169;-16.419697;-71.528609;-1943611.647;2838925.166;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Los Naranjos;CL03_PP_170;-16.420747;-71.527286;-1943751.678;2839061.433;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque La Esperanza;CL03_PP_171;-16.418474;-71.528916;-1943464.114;2838906.345;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3; Parque_John_F_Kennedy;CL03_PP_172;-16.419149;-71.526588;-1943572.774;2839161.458;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Cancha_La_Bombonera;CL03_PP_173;-16.4201;-71.524996;-1943704.573;2839329.519;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3; Parque Juan Manuel Polar;CL03_PP_174;-16.419407;-71.518818;-1943701.136;2840039.029;Fixed;Establecido
