n_microred;microred;cluster;code_point;point_name;lat;long;y_proj;x_proj;type_point;estratategy
20;MARITZA CAMPOS;22;CL22_PP_026; Sede_Instituto_Agrario_Del_Sur;-16.365811;-71.567851;-1936788562;2835178.34;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_027; Colegio_Futura_Schools;-16.363107;-71.565811;-1936496586;2835444.81;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_028; Colegio_Brunig;-16.358619;-71.565436;-1935974176;2835545673;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_029; Grupo_Beiker_Peru;-16.35479;-71.567966;-1935492716;2835308541;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_030; Dir_Arequipa;-16.352683;-71.571116;-1935205742;2834978714;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_031; Punto 13 (Referencial);-16.351069;-71.572355;-1935000645;2834859179;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_032; IE_Libertadores_De_America;-16.350983;-71.574674;-1934961469;2834597331;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_033; Fuerte_Coronel_Bolognesi;-16.346739;-71.575018;-1934458716;2834613424;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_034; Terminal_Pesquero_Rio_Seco;-16.344312;-71.579408;-1934118663;2834147109;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_035; Punto 14 (Referencial);-16.349258;-71.578748;-1934707809;2834157758;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_036; Fundo_San _Antonio;-16.363072;-71.57468;-1936381184;2834439.62;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_037; Campo_Santo_Jardin_De_Arequipa;-16.368674;-71.576207;-1937019941;2834193681;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_038; Granja_De_Gallos;-16.362282;-71.582527;-1936189988;2833560.16;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_039; Encantos_De_Arequipa;-16.358008;-71.579633;-1935724336;2833943801;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_040; La_Chacrita;-16.351135;-71.580724;-1934903483;2833909.33;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_041; Terminal_De_Productores_Rio_Seco;-16.347287;-71.582045;-1934435014;2833809481;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_042; Plaza_Norte;-16.342038;-71.583684;-1933798033;2833691.73;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_043; Punto 15 (Referencial);-16.343354;-71.586468;-1933917717;2833358969;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_044; Punto 16 (Referencial);-16.342465;-71.588018;-1933793903;2833194.74;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_045; Punto 17 (Referencial);-16.341795;-71.588886;-1933704351;2833105004;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_046; Parque_Asoc_Villalobos_Ampuero2;-16.344289;-71.589168;-1933993709;2833040685;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_047; Punto 18 (Referencial);-16.345815;-71.589349;-1934170652;2833000369;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_048; Punto 19 (Referencial);-16.34606;-71.591528;-1934172137;2832750118;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_049; Punto 20 (Referencial);-16.34747;-71.585786;-1934409638;2833382908;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_050; Punto 21 (Referencial);-16.351593;-71.590317;-1934837074;2832815658;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_051; Punto 22 (Referencial);-16.352074;-71.59245;-1934866842;2832567.57;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_052; Punto 23 (Referencial);-16.353861;-71.594629;-1935049403;2832297.33;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_053; Punto 24 (Referencial);-16.358134;-71.59694;-1935522.24;2831979.88;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_054; Paradero_El_Paneton;-16.35858;-71.600685;-1935527707;2831549508;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_055; Punto 25 (Referencial);-16.363596;-71.600764;-1936115731;2831475478;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_056; Pozas_De_Oxidacion_Curtiembres;-16.362922;-71.604337;-1935991834;2831079158;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_057; Taller_De_Arenado;-16.365428;-71.60898;-1936227.95;2830520299;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_058; Punto 26 (Referencial);-16.366009;-71.614398;-1936228335;2829898578;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_059; Punto 27 (Referencial);-16.368413;-71.61396;-1936516089;2829917053;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_060; Punto 28 (Referencial);-16.368619;-71.617436;-1936496759;2829520358;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_061; Paradero_De_Combis_El_Sillar;-16.372045;-71.620977;-1936854.69;2829074554;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_062; Losa_Deportiva_Villa_Arapa;-16.357396;-71.60477;-1935337524;2831101.74;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_063; Parque_Villa_Arapa;-16.356046;-71.609957;-1935114074;2830531194;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_064; Punto 29 (Referencial);-16.354548;-71.609026;-1934949827;2830656159;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_065; Losa_Deportiva_Argentina_II;-16.353388;-71.607866;-1934828134;2830802706;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_066; Punto 30 (Referencial);-16.350728;-71.605502;-1934545.37;2831105.2;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_067; Punto 31 (Referencial);-16.351627;-71.603807;-1934672151;2831285718;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_068; Punto 32 (Referencial);-16.35257;-71.602209;-1934802887;2831454667;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_069; Punto 33 (Referencial);-16.354913;-71.599749;-1935108.82;2831703189;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_070; Punto 34 (Referencial);-16.35375;-71.598397;-1934989.18;2831871558;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_071; Losa_Deportiva_Peru_Vivienda_III_1;-16.351966;-71.59743;-1934791793;2832004333;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_072; Punto 35 (Referencial);-16.350682;-71.596508;-1934652557;2832125521;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_073; Punto 36 (Referencial);-16.348964;-71.597163;-1934442609;2832073535;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_074; Punto 37 (Referencial);-16.348693;-71.599248;-1934384683;2831840648;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_075; Punto 38 (Referencial);-16.347403;-71.600969;-1934211658;2831662243;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_076; Punto 39 (Referencial);-16.347088;-71.598389;-1934206961;2831958852;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_077; Punto 40 (Referencial);-16.345488;-71.598876;-1934012976;2831924376;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_078; Cancha_Sintetica_Bi_Nacional;-16.347093;-71.596087;-1934236365;2832219796;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_079; Losa_Deportiva_Peru_Vivienda_III_3;-16.348866;-71.594932;-1934459034;2832327763;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_080; Punto 41 (Referencial);-16.345758;-71.594637;-1934097745;2832401514;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_081; Punto 42 (Referencial);-16.345173;-71.596384;-1934007177;2832211014;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_082; Punto 43 (Referencial);-16.343819;-71.5956;-1933857987;2832317462;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_083; Punto 44 (Referencial);-16.342831;-71.592563;-1933779.98;2832674632;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_084; Losa_Deportiva_Peruarbo_III;-16.341698;-71.590714;-1933670073;2832898981;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_085; Punto 45 (Referencial);-16.34134;-71.593381;-1933594644;2832601209;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_086; Punto 46 (Referencial);-16.342109;-71.596919;-1933640668;2832190072;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_087; Punto 47 (Referencial);-16.342427;-71.599489;-1933645849;2831894547;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_088; Punto 48 (Referencial);-16.336458;-71.599583;-1932943726;2831961234;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_089; Punto 49 (Referencial);-16.334977;-71.600049;-1932763981;2831927581;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_090; Losa_Deportiva_Jlbyr_VI;-16.33921;-71.602012;-1933236509;2831650161;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_091; Punto 50 (Referencial);-16.340784;-71.603095;-1933407794;2831506971;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_092; Punto 51 (Referencial);-16.343458;-71.602946;-1933723662;2831489218;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_093; Punto 52 (Referencial);-16.346176;-71.605114;-1934015703;2831208187;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_094; Punto 53 (Referencial);-16.34581;-71.606798;-1933951656;2831022;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_095; IEP_David_Ausubel;-16.343805;-71.607708;-1933704835;2830944802;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_096; Punto 54 (Referencial);-16.348259;-71.606386;-1934244385;2831036976;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_097; Cancha_Sintetica_La_10;-16.349286;-71.609774;-1934322.59;2830639552;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_098; Punto 55 (Referencial);-16.348496;-71.610744;-1934217691;2830539816;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_099; Punto 56 (Referencial);-16.352107;-71.613593;-1934606058;2830170033;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_100; Punto 57 (Referencial);-16.353832;-71.616474;-1934772565;2829821071;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_101; Punto 58 (Referencial);-16.354647;-71.614569;-1934892092;2830026474;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_102; IE_Luceritos_De_Dios;-16.356687;-71.616466;-1935107892;2829784985;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_103; Punto 59 (Referencial);-16.357368;-71.613388;-1935226366;2830125096;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_104; Punto 60 (Referencial);-16.359949;-71.613929;-1935522654;2830030311;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_105; Losa_Deportiva_JLBYR_VII_;-16.360579;-71.6163;-1935566955;2829753363;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_106; Punto 61 (Referencial);-16.35805;-71.617684;-1935252692;2829629246;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_107; Losa_Deportiva_JLBYR_XII;-16.357978;-71.619292;-1935224121;2829447893;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_108; Punto 62 (Referencial);-16.358061;-71.621365;-1935207935;2829211822;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_109; Punto 63 (Referencial);-16.358645;-71.624945;-1935231728;2828798433;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_110; Punto 64 (Referencial);-16.360173;-71.624107;-1935421613;2828873631;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_111; Punto 65 (Referencial);-16.36154;-71.618406;-1935653439;2829502171;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_112; Punto 66 (Referencial);-16.36351;-71.617817;-1935892118;2829543405;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_113; Losa_Deportiva_Virgen_De_Copacabana_I;-16.364182;-71.618838;-1935958243;2829418956;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_114; Punto 67 (Referencial);-16.366275;-71.620392;-1936184543;2829215671;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_115; Punto 68 (Referencial);-16.361436;-71.629432;-1935503305;2828253658;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_116; Losa_Deportiva_Las_Lomas;-16.363037;-71.628695;-1935700492;2828316461;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_117; Cancha_Sintetica_Los_Monchos;-16.364373;-71.628665;-1935857725;2828302554;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_118; Estadio_Nueva_Espernaza;-16.367599;-71.632994;-1936182334;2827770079;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_119; Parque Divino Ninho;-16.350982;-71.558627;-1935162627;2836417076;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_120; Parque Belaunde;-16.348651;-71.559309;-1934880278;2836370026;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_121; Parque;-16.346949;-71.558747;-1934687418;2836455877;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_122; Parque;-16.346208;-71.559417;-1934591977;2836389522;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_123; Victor Andres Belaunde;-16.347409;-71.56074;-1934716445;2836223.88;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_124; A.H Victor Andres Belaunde Diez Canseco Zona B;-16.34857;-71.562139;-1934835261;2836050141;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_125; A.H Victor Andres Belaunde Diez Canseco Zona B;-16.348997;-71.563863;-1934863788;2835849084;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_126; A.H Victor Andres Belaunde Diez Canseco Zona B;-16.350307;-71.562749;-1935031626;2835958396;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_127; Estadio Victor Andres Belaunde;-16.350206;-71.560013;-1935054.09;2836269981;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_128; Parque Enrique Bolognesi;-16.351898;-71.563527;-1935208734;2835849496;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_129; Loza;-16.357435;-71.622592;-1935119087;2829080839;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_130; Loza;-16.342544;-71.594492;-1933722129;2832459625;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_131; Parque Sector VI;-16.335758;-71.599196;-1932866365;2832014185;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_132; Loza;-16.341544;-71.60401;-1933485593;2831393379;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_133; Local Social Sector X;-16.3445;-71.605805;-1933810251;2831151559;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_134; Loza Deportiva Sector XII;-16.354893;-71.616092;-1934901924;2829850.63;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_135;Local Social Las Lomas;-16.36293178;-71.62837367;-1935692157;2828354247;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_136;Pronoei Ninhos Victoriosos;-16.35895244;-71.62565761;-1935258913;2828713671;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_137;I.E. Luceritos Del Amanecer;-16.36226981;-71.61754097;-1935749954;2829590771;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_138;Canchita Nueva Juventud;-16.36522351;-71.63031849;-1935936901;2828104114;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_139;Iglesia Santisima Cruz De V. Copacabana;-16.36437633;-71.62066501;-1935958198;2829209334;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_140;Parque Santa Rosa;-16.34557429;-71.5584831;-1934529259;2836503668;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_141;Parque Belaundinos 2;-16.34650192;-71.5576757;-1934648346;2836583181;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_142;Parque Victor Andres Belaunde;-16.35328286;-71.5573052;-1935449467;2836537067;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_143;Cancha Deportiva (V. Copacabana Zona III);-16.36721179;-71.62168938;-1936278297;2829056465;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_144;Estadio Nene Cubillas Peruarbo;-16.34199677;-71.59878185;-1933604176;2831980304;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_145;Cancha Sintetica Campeones 1981;-16.34308696;-71.60130165;-1933700666;2831680467;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_146;Parque Asoc. Villalobos Ampuero 2;-16.34477525;-71.59075123;-1934030988;2832854856;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_147;Puesto De Salud Peruarbo;-16.34536872;-71.60006022;-1933984147;2831791652;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_148;Mercado La Parada;-16.3442196;-71.57834443;-1934121137;2834268914;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_149;Parque Entre V.A. Belaunde Y Villa Corpac;-16.34400345;-71.55762158;-1934355559;2836621783;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_150;Parque;-16.34546783;-71.55726402;-1934532048;2836643306;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_151;Parque;-16.34744057;-71.55814553;-1934752703;2836517701;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_152;Parque (Av. Aeropuerto);-16.35144789;-71.5604787;-1935194113;2836201.03;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_153;Parque (Villa Corpac);-16.34665581;-71.5610244;-1934624411;2836201412;Fixed;Propuesto
