n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
3;CIUDAD DE DIOS;19; Comite 7- Reservorio 36 (Movil);CL19_PP_023;-16.29289;-71.624669;-1927514449;2829679868;Mobile;Establecido
3;CIUDAD DE DIOS;19; Base Serenazgo;CL19_PP_024;-16.29564;-71.626558;-1927813814;2829430.16;Fixed;Establecido
3;CIUDAD DE DIOS;19; Mercado Santa Monica;CL19_PP_025;-16.30084;-71.626038;-1928430879;2829422011;Fixed;Establecido
3;CIUDAD DE DIOS;19; Parque Sanjinez Lenz;CL19_PP_026;-16.301536;-71.627341;-1928496358;2829265268;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Parque De Ciudad De Dios;CL19_PP_027;-16.30414;-71.626616;-1928811156;2829313863;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Centro Comunitario Ucsm;CL19_PP_028;-16.302263;-71.624934;-1928611732;2829528833;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Centro Civico Comite 22-33-34 (Movil);CL19_PP_029;-16.30175;-71.623319;-1928571634;2829718596;Mobile;Establecido
3;CIUDAD DE DIOS;19; Ministerio Sangre Del Nuevo Pacto;CL19_PP_030;-16.304782;-71.623048;-1928931034;2829710175;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Losa Deportiva;CL19_PP_031;-16.304944;-71.620518;-1928981613;2829994982;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Centro De Salud Ciudad De Dios;CL19_PP_032;-16.305382;-71.619598;-1929044521;2830093652;Fixed;Establecido
3;CIUDAD DE DIOS;19; Iglesia Ciudad De Dios;CL19_PP_033;-16.308497;-71.620557;-1929398328;2829944662;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Parque Vila De Cristo;CL19_PP_034;-16.310538;-71.622218;-1929617262;2829729944;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Asoc. Villa Cristo Loza Deportiva;CL19_PP_035;-16.31;-71.620099;-1929580528;2829977.18;Mobile;Establecido
3;CIUDAD DE DIOS;19; Salon Del Reino De Los Testigos De Jehova;CL19_PP_036;-16.307894;-71.617356;-1929367461;2830315441;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Comite 12 Loza Deportiva;CL19_PP_037;-16.309577;-71.617082;-1929568505;2830324765;Mobile;Establecido
3;CIUDAD DE DIOS;19; Depor Centro;CL19_PP_038;-16.310549;-71.615898;-1929697419;2830446467;Fixed;Establecido
3;CIUDAD DE DIOS;19; Iglesia Adventista Del Septimo Dia;CL19_PP_039;-16.311557;-71.616318;-1929810541;2830385813;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Parque El Huequito;CL19_PP_040;-16.31129;-71.612916;-1929821653;2830775046;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Losa Deportiva Los Gavilanes;CL19_PP_041;-16.313493;-71.612255;-1930088596;2830821523;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Iglesia Bautista Penha De Hored;CL19_PP_042;-16.314203;-71.608901;-1930213851;2831192684;Mobile;Propuesto
3;CIUDAD DE DIOS;19; Losa Deportiva;CL19_PP_043;-16.3165;-71.610845;-1930459306;2830942532;Mobile;Propuesto
3;CIUDAD DE DIOS;19; Losa Deportiva;CL19_PP_044;-16.317682;-71.611798;-1930586203;2830819179;Mobile;Propuesto
3;CIUDAD DE DIOS;19; Asoc. Jose Avelardo Quinhones Sector Vallecito (Movil);CL19_PP_045;-16.313065;-71.620533;-1929935.01;2829888362;Mobile;Establecido
3;CIUDAD DE DIOS;19; Complejo Deportivo Villa Altiplano;CL19_PP_046;-16.309067;-71.626082;-1929396337;2829310792;Fixed;Establecido
3;CIUDAD DE DIOS;19; Restaurant Campestre Las Arequipenhadas;CL19_PP_047;-16.3064;-71.627494;-1929065573;2829185122;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Losa Deportiva Jose Abelardo;CL19_PP_048;-16.322876;-71.620666;-1931085363;2829746462;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Asoc Jose Avelardo Quinhones - paradero Arancota;CL19_PP_049;-16.323734;-71.622583;-1931162174;2829518009;Fixed;Establecido
3;CIUDAD DE DIOS;19; Asoc. Jose Avelardo Quinhones - olla Comun Santa Rosa;CL19_PP_050;-16.327722;-71.622936;-1931626029;2829426418;Fixed;Establecido
3;CIUDAD DE DIOS;19; Losa Deportiva;CL19_PP_051;-16.328065;-71.624621;-1931645263;2829230936;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Andenes De Cono Norte;CL19_PP_052;-16.325355;-71.62825;-1931281763;2828854517;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Loza Deportiva Ayaviri;CL19_PP_053;-16.312158;-71.607619;-1929989717;2831364.51;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Parque San Bernardo;CL19_PP_054;-16.297221;-71.624071;-1928030456;2829691788;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Apiar Zona 1;CL19_PP_055;-16.317839;-71.60705;-1930663943;2831355558;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Asoc Capitan Jose Abelardo Quinhones;CL19_PP_056;-16.319444;-71.617587;-1930720817;2830139.96;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Asoc Capitan Jose Abelardo Quinhones;CL19_PP_057;-16.321243;-71.623168;-1930862382;2829483882;Fixed;Propuesto
3;CIUDAD DE DIOS;19;Parque Upis Los Milagros;CL19_PP_058;-16.29428146;-71.62753657;-1927642099;2829336718;Fixed;Propuesto
3;CIUDAD DE DIOS;19;Losa Deportiva Maxiliano Kolbe;CL19_PP_059;-16.30527462;-71.61493758;-1929090056;2830623538;Fixed;Propuesto
3;CIUDAD DE DIOS;19;Losa Deportiva (Urb C. De Dios Zona 3);CL19_PP_060;-16.30517286;-71.62559468;-1928945169;2829416341;Fixed;Propuesto
3;CIUDAD DE DIOS;19;Parque Santa Monica;CL19_PP_061;-16.29812532;-71.62793055;-1928088532;2829242437;Fixed;Propuesto
3;CIUDAD DE DIOS;19;Parque Zona B Villa De Cristo;CL19_PP_062;-16.31107456;-71.62026103;-1929704683;2829944921;Fixed;Propuesto
3;CIUDAD DE DIOS;19;Parque Ninho Engreido;CL19_PP_063;-16.31249391;-71.61283606;-1929964022;2830768548;Fixed;Propuesto
3;CIUDAD DE DIOS;19;Colegio Solaris;CL19_PP_064;-16.30109037;-71.62053524;-1928528894;2830042796;Fixed;Propuesto
